"","spp","gname","FBgn","v3","cyt","pos","chr","startp","stopp"
"13912","Dmel","l(3)S034305","FBgn0028163","","75B-75B","","",NA,NA
"13913","Dmel","l(3)S032412","FBgn0028165","","90E1-90E3","","",NA,NA
"13914","Dmel","l(3)S030305","FBgn0028166","","68A-68A","","",NA,NA
"13915","Dmel","l(3)S027707","FBgn0028168","","71B-71B","","",NA,NA
"13916","Dmel","l(3)S027607","FBgn0028169","","68C8-68C11","","",NA,NA
"13917","Dmel","l(3)S027403b","FBgn0028170","","","","",NA,NA
"13918","Dmel","l(3)S027344","FBgn0028171","","89B5-89B10","","",NA,NA
"13919","Dmel","l(3)S027302b","FBgn0028172","","92B1-92B5","","",NA,NA
"13920","Dmel","l(3)S026430","FBgn0028173","","85D16-85D20","","",NA,NA
"13921","Dmel","l(3)S026420","FBgn0028174","","93B9-93B13","","",NA,NA
"13922","Dmel","l(3)S026409a","FBgn0028175","","","","",NA,NA
"13923","Dmel","l(3)S026115b","FBgn0028176","","85E8-85E15","","",NA,NA
"13924","Dmel","l(3)S024639b","FBgn0028179","","92A-92A","","",NA,NA
"13925","Dmel","l(3)S024535b","FBgn0028180","","88A-88A","","",NA,NA
"13926","Dmel","l(3)S024506","FBgn0028181","","91B-91B","","",NA,NA
"13927","Dmel","l(3)S024151","FBgn0028182","","82F1-82F3","","",NA,NA
"13928","Dmel","l(3)S024135","FBgn0028183","","75B-75B","","",NA,NA
"13929","Dmel","l(3)S024120","FBgn0028184","","64B1-64B6","","",NA,NA
"13930","Dmel","l(3)S024020a","FBgn0028185","","66D-66D","","",NA,NA
"13931","Dmel","l(3)S023941c","FBgn0028186","","85B-85B","","",NA,NA
"13932","Dmel","l(3)S023825","FBgn0028187","","75D1-75E3","","",NA,NA
"13933","Dmel","l(3)S023635","FBgn0028188","","100B-100B","","",NA,NA
"13934","Dmel","l(3)S023549","FBgn0028189","","73A-73A","","",NA,NA
"13935","Dmel","l(3)S023426","FBgn0028190","","90D-90D","","",NA,NA
"13936","Dmel","l(3)S022930","FBgn0028191","","91F-91F","","",NA,NA
"13937","Dmel","l(3)S022564","FBgn0028193","","73B-73B","","",NA,NA
"13938","Dmel","l(3)S022378","FBgn0028194","","82C-82C","","",NA,NA
"13939","Dmel","l(3)S022348","FBgn0028195","","90D-90D","","",NA,NA
"13940","Dmel","l(3)S022231b","FBgn0028196","","88C-88C","","",NA,NA
"13941","Dmel","l(3)S020514a","FBgn0028198","","88D-88D","","",NA,NA
"13942","Dmel","l(3)S020114","FBgn0028199","","89B8-89B14","","",NA,NA
"13943","Dmel","l(3)S019203","FBgn0028200","","85F9-85F16","","",NA,NA
"13944","Dmel","l(3)S018801","FBgn0028201","","82F-82F","","",NA,NA
"13945","Dmel","l(3)S018405","FBgn0028202","","71B-71B","","",NA,NA
"13946","Dmel","l(3)S015601b","FBgn0028203","","95F-95F","","",NA,NA
"13947","Dmel","l(3)S014308","FBgn0028204","","99F1-99F4","","",NA,NA
"13948","Dmel","l(3)S012613a","FBgn0028206","","","","",NA,NA
"13949","Dmel","l(3)S011028","FBgn0028208","","84F-84F","","",NA,NA
"13950","Dmel","l(3)S011004","FBgn0028210","","87F-87F","","",NA,NA
"13951","Dmel","l(3)S011001c","FBgn0028211","","89C-89C","","",NA,NA
"13952","Dmel","l(3)S010102a","FBgn0028213","","67D-67D","","",NA,NA
"13953","Dmel","l(3)S009720","FBgn0028214","","79E-79E","","",NA,NA
"13954","Dmel","l(3)S008840","FBgn0028215","","89B-89B","","",NA,NA
"13955","Dmel","l(3)S008418","FBgn0028216","","66D-66D","","",NA,NA
"13956","Dmel","l(3)S008224","FBgn0028217","","100D-100D","","",NA,NA
"13957","Dmel","l(3)S007934","FBgn0028218","","85E-85E","","",NA,NA
"13958","Dmel","l(3)S007902","FBgn0028219","","99A1-99A4","","",NA,NA
"13959","Dmel","l(3)S007608","FBgn0028220","","66B3-66B9","","",NA,NA
"13960","Dmel","l(3)S007403a","FBgn0028222","","84D-84D","","",NA,NA
"13961","Dmel","l(3)S007302","FBgn0028223","","91B1-91B6","","",NA,NA
"13962","Dmel","l(3)S005818","FBgn0028224","","86E1-86E5","","",NA,NA
"13963","Dmel","l(3)S005343","FBgn0028225","","95F3-95F10","","",NA,NA
"13964","Dmel","l(3)S005302a","FBgn0028226","","","","",NA,NA
"13965","Dmel","l(3)S005028","FBgn0028228","","84D-84D","","",NA,NA
"13966","Dmel","l(3)S004624","FBgn0028229","","68E-68E","","",NA,NA
"13967","Dmel","l(3)S004209b","FBgn0028230","","","","",NA,NA
"13968","Dmel","l(3)S004021","FBgn0028231","","75C-75C","","",NA,NA
"13969","Dmel","l(3)S003704","FBgn0028232","","89B16-89B20","","",NA,NA
"13970","Dmel","l(3)S003606","FBgn0028233","","61F5-61F8","","",NA,NA
"13971","Dmel","l(3)S003405","FBgn0028234","","64-64","","",NA,NA
"13972","Dmel","l(3)S003220","FBgn0028235","","95F10-95F15","","",NA,NA
"13973","Dmel","l(3)S003006","FBgn0028236","","87D1-87D2","","",NA,NA
"13974","Dmel","l(3)S002309","FBgn0028237","","66B10-66B13","","",NA,NA
"13975","Dmel","l(3)S001925","FBgn0028239","","73A-73A","","",NA,NA
"13976","Dmel","l(3)S001717","FBgn0028240","","75B-75B","","",NA,NA
"13977","Dmel","l(3)S001620a","FBgn0028241","","88C-88C","","",NA,NA
"13978","Dmel","l(3)S001405","FBgn0028242","","74F-74F","","",NA,NA
"13979","Dmel","l(3)S000721","FBgn0028243","","88B3-88B6","","",NA,NA
"13980","Dmel","l(3)S000625a","FBgn0028244","","","","",NA,NA
"13981","Dmel","l(3)S000107","FBgn0028246","","75B-75B","","",NA,NA
"13982","Dmel","l(3)M256","FBgn0028247","3-","","","",NA,NA
"13983","Dmel","l(3)94Ba","FBgn0028248","","94B-94B","","",NA,NA
"13984","Dmel","l(3)93Bj","FBgn0028249","","93B-93B","","",NA,NA
"13985","Dmel","l(3)91Ce","FBgn0028250","","91C-91C","","",NA,NA
"13986","Dmel","l(3)90Ea","FBgn0028251","","90E-90E","","",NA,NA
"13987","Dmel","l(3)87Ce","FBgn0028252","","87C-87C","","",NA,NA
"13988","Dmel","l(3)84Ch","FBgn0028253","","84C-84C","","",NA,NA
"13989","Dmel","l(3)82Cb","FBgn0028254","","82C-82C","","",NA,NA
"13990","Dmel","l(3)79Ba","FBgn0028255","","79B-79B","","",NA,NA
"13991","Dmel","l(3)76BDg","FBgn0028256","","76B1-76D5","","",NA,NA
"13992","Dmel","l(3)72Dq","FBgn0028257","","72C1-73A4","","",NA,NA
"13993","Dmel","l(3)66Ea","FBgn0028260","","66E-66E","","",NA,NA
"13994","Dmel","l(3)64Ao","FBgn0028261","","64A-64A","","",NA,NA
"13995","Dmel","l(2)k16716","FBgn0028262","","21-60","","",NA,NA
"13996","Dmel","l(2)56Da","FBgn0028263","","56D-56D","","",NA,NA
"13997","Dmel","l(2)46Ck","FBgn0028264","","46C1-46E2","","",NA,NA
"13998","Dmel","l(1)G0444","FBgn0028266","","10C-10C","","",NA,NA
"13999","Dmel","l(1)G0437","FBgn0028269","","13E14-13F2","","",NA,NA
"14000","Dmel","l(1)G0433","FBgn0028272","","3F1-3F2","","",NA,NA
"14001","Dmel","l(1)G0430","FBgn0028275","","14B5-14B8","","",NA,NA
"14002","Dmel","l(1)G0424","FBgn0028277","","7E5-7E11","","",NA,NA
"14003","Dmel","l(1)G0419","FBgn0028279","","9E1-9E4","","",NA,NA
"14004","Dmel","l(1)G0417","FBgn0028280","1-","","","",NA,NA
"14005","Dmel","l(1)G0414","FBgn0028283","","13E14-13F4","","",NA,NA
"14006","Dmel","l(1)G0411","FBgn0028285","","10E1-10E4","","",NA,NA
"14007","Dmel","l(1)G0406","FBgn0028287","","2B1-2B8","","",NA,NA
"14008","Dmel","l(1)G0400","FBgn0028291","1-","","","",NA,NA
"14009","Dmel","l(1)G0392","FBgn0028294","","12F1-12F5","","",NA,NA
"14010","Dmel","l(1)G0382","FBgn0028300","","14B7-14B10","","",NA,NA
"14011","Dmel","l(1)G0378","FBgn0028304","1-","","","",NA,NA
"14012","Dmel","l(1)G0377","FBgn0028305","","3A1-3A4","","",NA,NA
"14013","Dmel","l(1)G0375","FBgn0028306","1-","","","",NA,NA
"14014","Dmel","l(1)G0369","FBgn0028310","","13F1-13F11","","",NA,NA
"14015","Dmel","l(1)G0356","FBgn0028315","","7E5-7E6","","",NA,NA
"14016","Dmel","l(1)G0343","FBgn0028320","","3D5-3E2","","",NA,NA
"14017","Dmel","l(1)G0299","FBgn0028329","","3F1-3F2","","",NA,NA
"14018","Dmel","l(1)G0285","FBgn0028332","","19E-19E","","",NA,NA
"14019","Dmel","l(1)G0273","FBgn0028334","","4C7-4C8","","",NA,NA
"14020","Dmel","l(1)G0242","FBgn0028339","","","","",NA,NA
"14021","Dmel","l(1)G0213","FBgn0028345","1-","","","",NA,NA
"14022","Dmel","l(1)G0182","FBgn0028347","","12A1-12A2","","",NA,NA
"14023","Dmel","l(1)G0175","FBgn0028349","1-","","","",NA,NA
"14024","Dmel","l(1)G0173","FBgn0028350","1-","","","",NA,NA
"14025","Dmel","l(1)G0167","FBgn0028351","","3E6-3F2","","",NA,NA
"14026","Dmel","l(1)G0166","FBgn0028352","","7E5-7E10","","",NA,NA
"14027","Dmel","l(1)G0152","FBgn0028357","1-","","","",NA,NA
"14028","Dmel","l(1)G0151","FBgn0028358","","","","",NA,NA
"14029","Dmel","l(1)G0140","FBgn0028361","1-","","","",NA,NA
"14030","Dmel","l(1)G0011","FBgn0028365","","6F1-6F2","","",NA,NA
"14031","Dmel","l(1)G0006","FBgn0028366","","15A1-15A5","","",NA,NA
"14032","Dmel","l(1)10Al","FBgn0028367","","10A7-10A9","","",NA,NA
"14033","Dmel","l(1)10Ak","FBgn0028368","","10A5-10A7","","",NA,NA
"14034","Dmel","gut-X","FBgn0028376","","","","",NA,NA
"14035","Dmel","fs(1)3B","FBgn0028378","","3B-3B","","",NA,NA
"14036","Dmel","cof","FBgn0028384","","59D1-59F3","","",NA,NA
"14037","Dmel","cod","FBgn0028385","","","","",NA,NA
"14038","Dmel","anon-50ABd","FBgn0028390","","","","",NA,NA
"14039","Dmel","anon-50ABc","FBgn0028391","","","","",NA,NA
"14040","Dmel","anon-50ABb","FBgn0028392","","","","",NA,NA
"14041","Dmel","anon-50ABa","FBgn0028393","","","","",NA,NA
"14042","Dmel","Shaq","FBgn0028403","","","","",NA,NA
"14043","Dmel","JhI-4","FBgn0028423","","","","",NA,NA
"14044","Dmel","BG:DS07721.1","FBgn0028512","","","","",NA,NA
"14045","Dmel","BG:DS03192.4","FBgn0028521","","","","",NA,NA
"14046","Dmel","BG:DS03192.3","FBgn0028522","","","","",NA,NA
"14047","Dmel","AT76-2A","FBgn0028549","","87F12-87F12","","",NA,NA
"14048","Dmel","3Cy(2)2","FBgn0028551","","38E-38F","","",NA,NA
"14049","Dmel","slug","FBgn0028564","","99A6-99C1","","",NA,NA
"14050","Dmel","robl60C","FBgn0028568","","","","",NA,NA
"14051","Dmel","ren","FBgn0028571","","99A6-99C1","","",NA,NA
"14052","Dmel","pp45","FBgn0028574","","","","",NA,NA
"14053","Dmel","pp20","FBgn0028575","","","","",NA,NA
"14054","Dmel","pp10","FBgn0028576","","","","",NA,NA
"14055","Dmel","pjc-16","FBgn0028578","2-","","","",NA,NA
"14056","Dmel","ms(2)35Bi","FBgn0028580","","","","",NA,NA
"14057","Dmel","l(?)rK270","FBgn0028584","","","","",NA,NA
"14058","Dmel","l(3)rI165","FBgn0028585","","","","",NA,NA
"14059","Dmel","l(?)H81","FBgn0028586","","","","",NA,NA
"14060","Dmel","l(?)AR111","FBgn0028587","","","","",NA,NA
"14061","Dmel","l(?)AP17","FBgn0028588","","","","",NA,NA
"14062","Dmel","l(3)L7160a","FBgn0028589","","63C1-63C2","","",NA,NA
"14063","Dmel","l(3)L4222a","FBgn0028590","","66D3-66D4","","",NA,NA
"14064","Dmel","l(3)05218","FBgn0028591","","99B7-99B10","","",NA,NA
"14065","Dmel","l(3)00421","FBgn0028592","","70E1-70E2","","",NA,NA
"14066","Dmel","l(2)s9998","FBgn0028593","","44A4-44A5","","",NA,NA
"14067","Dmel","l(2)k07521","FBgn0028596","","44C1-44C2","","",NA,NA
"14068","Dmel","l(2)k05113a","FBgn0028597","","30B5-30B6","","",NA,NA
"14069","Dmel","l(2)k04301b","FBgn0028598","","50D5-50D6","","",NA,NA
"14070","Dmel","l(2)W9","FBgn0028599","","52F5-53A1","","",NA,NA
"14071","Dmel","l(2)W7","FBgn0028600","","52F5-53A1","","",NA,NA
"14072","Dmel","l(2)W6","FBgn0028601","","52F5-53A1","","",NA,NA
"14073","Dmel","l(2)W3","FBgn0028604","","52F5-53A1","","",NA,NA
"14074","Dmel","l(2)W2","FBgn0028605","","52F5-53A1","","",NA,NA
"14075","Dmel","l(2)W19","FBgn0028606","","52F5-53A1","","",NA,NA
"14076","Dmel","l(2)W18","FBgn0028607","","52F5-53A1","","",NA,NA
"14077","Dmel","l(2)W17","FBgn0028608","","52F5-53A1","","",NA,NA
"14078","Dmel","l(2)W16","FBgn0028609","","52F5-53A1","","",NA,NA
"14079","Dmel","l(2)W15","FBgn0028610","","52F5-53A1","","",NA,NA
"14080","Dmel","l(2)W14","FBgn0028611","","52F5-53A1","","",NA,NA
"14081","Dmel","l(2)W13","FBgn0028612","","52F5-53A1","","",NA,NA
"14082","Dmel","l(2)W11","FBgn0028614","","52F5-53A1","","",NA,NA
"14083","Dmel","l(2)W10","FBgn0028615","","52F5-53A1","","",NA,NA
"14084","Dmel","l(2)W1","FBgn0028616","","52F5-53A1","","",NA,NA
"14085","Dmel","l(2)35Ch","FBgn0028617","","","","",NA,NA
"14086","Dmel","l(2)35Cg","FBgn0028618","","","","",NA,NA
"14087","Dmel","l(2)34Ec","FBgn0028619","","","","",NA,NA
"14088","Dmel","l(2)10565a","FBgn0028620","","47B7-47B8","","",NA,NA
"14089","Dmel","l(2)06655","FBgn0028621","","54A1-54A2","","",NA,NA
"14090","Dmel","l(2)05095a","FBgn0028623","","39E1-39E2","","",NA,NA
"14091","Dmel","l(2)04207a","FBgn0028624","","21B2-21B3","","",NA,NA
"14092","Dmel","l(2)01528","FBgn0028625","","38F3-38F4","","",NA,NA
"14093","Dmel","l(2)01034","FBgn0028626","","59C1-59C2","","",NA,NA
"14094","Dmel","l(2)00434a","FBgn0028627","","27F1-27F2","","",NA,NA
"14095","Dmel","ksh-19","FBgn0028628","2-","","","",NA,NA
"14096","Dmel","ksh-18","FBgn0028629","2-","","","",NA,NA
"14097","Dmel","ksh-17","FBgn0028630","2-","","","",NA,NA
"14098","Dmel","ksh-16","FBgn0028631","3-","","","",NA,NA
"14099","Dmel","ksh-15","FBgn0028632","3-","","","",NA,NA
"14100","Dmel","ifm(2)RU8","FBgn0028634","","21-60","","",NA,NA
"14101","Dmel","ifm(2)RU7","FBgn0028635","","21-60","","",NA,NA
"14102","Dmel","ifm(2)RU6","FBgn0028636","","21-60","","",NA,NA
"14103","Dmel","ifm(2)RU5","FBgn0028637","","21B4-21B8","","",NA,NA
"14104","Dmel","ifm(2)RU4","FBgn0028638","","59D8-60A7","","",NA,NA
"14105","Dmel","ifm(2)RU3","FBgn0028639","","60B8-60C6","","",NA,NA
"14106","Dmel","bls","FBgn0028643","","35E6-36A7","","",NA,NA
"14107","Dmel","anon-55Ec","FBgn0028649","","","","",NA,NA
"14108","Dmel","anon-55Eb","FBgn0028650","","","","",NA,NA
"14109","Dmel","anon-55Ea","FBgn0028651","","","","",NA,NA
"14110","Dmel","anon-47Ec","FBgn0028653","","","","",NA,NA
"14111","Dmel","anon-47Eb","FBgn0028654","","","","",NA,NA
"14112","Dmel","anon-35F-36Ab","FBgn0028655","","","","",NA,NA
"14113","Dmel","anon-35F-36Aa","FBgn0028656","","35F8-35F11","","",NA,NA
"14114","Dmel","anon-1Ca","FBgn0028657","","","","",NA,NA
"14115","Dmel","SW140","FBgn0028681","","85A-85A","","",NA,NA
"14116","Dmel","Mtr1","FBgn0028705","","","","",NA,NA
"14117","Dmel","MI02","FBgn0028712","","100F4-100F5","","",NA,NA
"14118","Dmel","F8","FBgn0028735","","","","",NA,NA
"14119","Dmel","E(E2f)2B","FBgn0028747","","","","",NA,NA
"14120","Dmel","BG:DS09219.1","FBgn0028840","","","","",NA,NA
"14121","Dmel","CG31834","FBgn0028927","","","","",NA,NA
"14122","Dmel","Au","FBgn0028959","","61-100","","",NA,NA
"14123","Dmel","AER-d","FBgn0028964","","","","",NA,NA
"14124","Dmel","yew","FBgn0028973","","44D-44D","","",NA,NA
"14125","Dmel","v(2)k06408","FBgn0028977","","46C7-46C8","","",NA,NA
"14126","Dmel","shrv","FBgn0028989","","37F-51F","","",NA,NA
"14127","Dmel","saguaro","FBgn0028994","","","","",NA,NA
"14128","Dmel","ponderosa","FBgn0028995","","","","",NA,NA
"14129","Dmel","ms(3)mntr","FBgn0029000","","100A2-100B9","","",NA,NA
"14130","Dmel","ms(3)08724","FBgn0029001","","89B1-89B3","","",NA,NA
"14131","Dmel","limber","FBgn0029005","","50A-51B","","",NA,NA
"14132","Dmel","l(3)77CDm","FBgn0029012","","77B7-77D1","","",NA,NA
"14133","Dmel","l(3)77CDl","FBgn0029013","","77B7-77D1","","",NA,NA
"14134","Dmel","l(3)77CDk","FBgn0029014","","77B7-77D1","","",NA,NA
"14135","Dmel","l(3)77CDj","FBgn0029015","","77B7-77D1","","",NA,NA
"14136","Dmel","l(3)77CDi","FBgn0029016","","77B7-77D1","","",NA,NA
"14137","Dmel","l(3)77CDh","FBgn0029017","","77B7-77D1","","",NA,NA
"14138","Dmel","l(3)77CDg","FBgn0029018","","77B7-77D1","","",NA,NA
"14139","Dmel","l(3)77CDe","FBgn0029019","","77B7-77D1","","",NA,NA
"14140","Dmel","l(3)77CDd","FBgn0029020","","77B7-77D1","","",NA,NA
"14141","Dmel","l(3)77CDa","FBgn0029021","","77B7-77D1","","",NA,NA
"14142","Dmel","l(3)77ABj","FBgn0029022","","77A1-77B9","","",NA,NA
"14143","Dmel","l(3)77ABh","FBgn0029024","","77A1-77B9","","",NA,NA
"14144","Dmel","l(3)77ABg","FBgn0029025","","77A1-77B9","","",NA,NA
"14145","Dmel","l(3)77ABf","FBgn0029026","","77A1-77B9","","",NA,NA
"14146","Dmel","l(3)77ABd","FBgn0029027","","77A1-77B9","","",NA,NA
"14147","Dmel","l(2)R99","FBgn0029030","2-","","","",NA,NA
"14148","Dmel","l(2)R89","FBgn0029031","2-","","","",NA,NA
"14149","Dmel","l(2)R209","FBgn0029032","2-","","","",NA,NA
"14150","Dmel","l(2)Q73","FBgn0029033","2-","","","",NA,NA
"14151","Dmel","l(2)Q39","FBgn0029034","2-","","","",NA,NA
"14152","Dmel","l(2)Q1","FBgn0029035","2-","","","",NA,NA
"14153","Dmel","l(2)N36","FBgn0029036","2-","","","",NA,NA
"14154","Dmel","l(2)J27","FBgn0029037","2-","","","",NA,NA
"14155","Dmel","l(2)I16","FBgn0029038","2-","","","",NA,NA
"14156","Dmel","l(2)G56","FBgn0029039","2-","","","",NA,NA
"14157","Dmel","l(2)F32","FBgn0029040","2-","","","",NA,NA
"14158","Dmel","l(2)F2","FBgn0029041","2-","","","",NA,NA
"14159","Dmel","l(2)E22","FBgn0029042","2-","","","",NA,NA
"14160","Dmel","l(1)G0473","FBgn0029048","","14B-14B","","",NA,NA
"14161","Dmel","l(1)G0462","FBgn0029050","1-","","","",NA,NA
"14162","Dmel","l(1)G0458","FBgn0029051","","2E-2E","","",NA,NA
"14163","Dmel","l(1)G0455","FBgn0029053","","14E-14E","","",NA,NA
"14164","Dmel","l(1)G0453","FBgn0029054","","8D-8D","","",NA,NA
"14165","Dmel","l(1)G0452","FBgn0029055","","1D-1D","","",NA,NA
"14166","Dmel","l(1)G0449","FBgn0029056","","4D4-4D6","","",NA,NA
"14167","Dmel","l(1)G0435","FBgn0029058","","12C-12C","","",NA,NA
"14168","Dmel","l(1)G0399","FBgn0029060","","1B3-1B4","","",NA,NA
"14169","Dmel","l(1)G0372","FBgn0029061","","7E1-7E6","","",NA,NA
"14170","Dmel","l(1)G0280","FBgn0029066","1-","","","",NA,NA
"14171","Dmel","l(1)G0236","FBgn0029068","","8F1-8F7","","",NA,NA
"14172","Dmel","l(1)G0145","FBgn0029074","1-","","","",NA,NA
"14173","Dmel","l(1)G0141","FBgn0029075","","11A7-11A8","","",NA,NA
"14174","Dmel","iab-8PRE","FBgn0029080","","","","",NA,NA
"14175","Dmel","iab-7PRE","FBgn0029081","","","","",NA,NA
"14176","Dmel","flc","FBgn0029085","","77B7-77D1","","",NA,NA
"14177","Dmel","enPRE","FBgn0029087","","","","",NA,NA
"14178","Dmel","cypress","FBgn0029089","","","","",NA,NA
"14179","Dmel","anon-89Ec","FBgn0029097","","","","",NA,NA
"14180","Dmel","anon-89Be","FBgn0029098","","","","",NA,NA
"14181","Dmel","anon-89Bc","FBgn0029100","","89B6-89B7","","",NA,NA
"14182","Dmel","anon-85Cc","FBgn0029101","","","","",NA,NA
"14183","Dmel","anon-56Da","FBgn0029102","","","","",NA,NA
"14184","Dmel","anon-47Ba","FBgn0029103","","","","",NA,NA
"14185","Dmel","anon-21Ab","FBgn0029104","","","","",NA,NA
"14186","Dmel","Su(Sxl[fs])X2","FBgn0029119","1-","","","",NA,NA
"14187","Dmel","Su(Sxl[fs])46","FBgn0029120","3-85","","","",NA,NA
"14188","Dmel","P(3)98DF","FBgn0029139","","","","",NA,NA
"14189","Dmel","P(3)97C","FBgn0029140","","","","",NA,NA
"14190","Dmel","P(3)93B","FBgn0029141","","","","",NA,NA
"14191","Dmel","P(3)91F","FBgn0029142","","","","",NA,NA
"14192","Dmel","P(3)91A","FBgn0029143","","","","",NA,NA
"14193","Dmel","P(3)79D","FBgn0029144","","","","",NA,NA
"14194","Dmel","P(3)78A","FBgn0029145","","","","",NA,NA
"14195","Dmel","E(Khc)ek9","FBgn0029178","","","","",NA,NA
"14196","Dmel","E(Khc)ek8","FBgn0029179","","","","",NA,NA
"14197","Dmel","E(Khc)ek7","FBgn0029180","","","","",NA,NA
"14198","Dmel","E(Khc)ek6","FBgn0029181","","","","",NA,NA
"14199","Dmel","E(Khc)ek5","FBgn0029182","","","","",NA,NA
"14200","Dmel","E(Khc)ek3","FBgn0029183","","","","",NA,NA
"14201","Dmel","E(Khc)ek2","FBgn0029184","","","","",NA,NA
"14202","Dmel","E(Khc)ek10","FBgn0029185","","","","",NA,NA
"14203","Dmel","Abd-B-PTS","FBgn0029513","","","","",NA,NA
"14204","Dmel","CG3080","FBgn0029581","","","","",NA,NA
"14205","Dmel","CG3729","FBgn0029582","","","","",NA,NA
"14206","Dmel","CG18082","FBgn0029605","","","","",NA,NA
"14207","Dmel","CG10782","FBgn0029651","","","","",NA,NA
"14208","Dmel","CG14432","FBgn0029919","","-","","",NA,NA
"14209","Dmel","CG2156","FBgn0030031","","","","",NA,NA
"14210","Dmel","CG12067","FBgn0030132","","","","",NA,NA
"14211","Dmel","CG15310","FBgn0030185","","","","",NA,NA
"14212","Dmel","CG2908","FBgn0030190","","","","",NA,NA
"14213","Dmel","CG15206","FBgn0030250","","","","",NA,NA
"14214","Dmel","CG12722","FBgn0030372","","","","",NA,NA
"14215","Dmel","CG15726","FBgn0030415","","","","",NA,NA
"14216","Dmel","CG15748","FBgn0030475","","","","",NA,NA
"14217","Dmel","CG18637","FBgn0030549","","12D4-12E1","","",NA,NA
"14218","Dmel","CG12706","FBgn0030651","","","","",NA,NA
"14219","Dmel","CG12380","FBgn0030682","","","","",NA,NA
"14220","Dmel","CG12383","FBgn0030690","","","","",NA,NA
"14221","Dmel","CG8926","FBgn0030819","","","","",NA,NA
"14222","Dmel","CG15063","FBgn0030906","","","","",NA,NA
"14223","Dmel","CG15041","FBgn0030939","","","","",NA,NA
"14224","Dmel","CG14197","FBgn0031015","","","","",NA,NA
"14225","Dmel","CG14582","FBgn0031177","","","","",NA,NA
"14226","Dmel","CG13237","FBgn0031202","","","","",NA,NA
"14227","Dmel","CG9562","FBgn0031204","","","","",NA,NA
"14228","Dmel","CG12474","FBgn0031205","","","","",NA,NA
"14229","Dmel","CG13356","FBgn0031207","","","","",NA,NA
"14230","Dmel","CG14344","FBgn0031329","","","","",NA,NA
"14231","Dmel","CG15363","FBgn0031371","","","","",NA,NA
"14232","Dmel","CG15416","FBgn0031552","","","","",NA,NA
"14233","Dmel","CG11934","FBgn0031614","","","","",NA,NA
"14234","Dmel","CG11933","FBgn0031615","","","","",NA,NA
"14235","Dmel","CG11932","FBgn0031616","","","","",NA,NA
"14236","Dmel","CG11931","FBgn0031618","","","","",NA,NA
"14237","Dmel","CG18483","FBgn0032562","","","","",NA,NA
"14238","Dmel","CG16948","FBgn0032980","","40C2-40C3","","",NA,NA
"14239","Dmel","CG18117","FBgn0032993","","","","",NA,NA
"14240","Dmel","CG17482","FBgn0032994","","","","",NA,NA
"14241","Dmel","CG17479","FBgn0032996","","","","",NA,NA
"14242","Dmel","CG17589","FBgn0033002","","","","",NA,NA
"14243","Dmel","CG10453","FBgn0033018","","","","",NA,NA
"14244","Dmel","CG16942","FBgn0033536","","","","",NA,NA
"14245","Dmel","CG11834","FBgn0033537","","","","",NA,NA
"14246","Dmel","CG18344","FBgn0033682","","","","",NA,NA
"14247","Dmel","CG18342","FBgn0033689","","","","",NA,NA
"14248","Dmel","CG17062","FBgn0033829","","","","",NA,NA
"14249","Dmel","CG13352","FBgn0033894","","","","",NA,NA
"14250","Dmel","CG14498","FBgn0034309","","","","",NA,NA
"14251","Dmel","CG12613","FBgn0034375","","","","",NA,NA
"14252","Dmel","CG15108","FBgn0034414","","","","",NA,NA
"14253","Dmel","CG12485","FBgn0034547","","","","",NA,NA
"14254","Dmel","CG18413","FBgn0034549","","","","",NA,NA
"14255","Dmel","CG17656","FBgn0034927","","","","",NA,NA
"14256","Dmel","CG18334","FBgn0035353","","","","",NA,NA
"14257","Dmel","CG14953","FBgn0035396","","","","",NA,NA
"14258","Dmel","CG11346","FBgn0035549","","","","",NA,NA
"14259","Dmel","CG13666","FBgn0035882","","","","",NA,NA
"14260","Dmel","CG13669","FBgn0035883","","","","",NA,NA
"14261","Dmel","CG17179","FBgn0035973","","","","",NA,NA
"14262","Dmel","CG14179","FBgn0035994","","67B7-67B7","","",NA,NA
"14263","Dmel","CG14161","FBgn0036065","","","","",NA,NA
"14264","Dmel","CG10427","FBgn0036076","","","","",NA,NA
"14265","Dmel","CG14152","FBgn0036088","","","","",NA,NA
"14266","Dmel","CG18587","FBgn0036132","","68A4-68A4","","",NA,NA
"14267","Dmel","CG17363","FBgn0036392","","","","",NA,NA
"14268","Dmel","CG13451","FBgn0036525","","","","",NA,NA
"14269","Dmel","CG13450","FBgn0036526","","","","",NA,NA
"14270","Dmel","CG14083","FBgn0036852","","","","",NA,NA
"14271","Dmel","CG14094","FBgn0036869","","","","",NA,NA
"14272","Dmel","CG10519","FBgn0037055","","","","",NA,NA
"14273","Dmel","CG17812","FBgn0037193","","","","",NA,NA
"14274","Dmel","CG12353","FBgn0037194","","79F4-79F4","","",NA,NA
"14275","Dmel","CG8741","FBgn0037208","","","","",NA,NA
"14276","Dmel","CG1277","FBgn0037281","","","","",NA,NA
"14277","Dmel","CG18394","FBgn0037426","","83E2-83E4","","",NA,NA
"14278","Dmel","CG10690","FBgn0037453","","","","",NA,NA
"14279","Dmel","CG4664","FBgn0037851","","","","",NA,NA
"14280","Dmel","CG14727","FBgn0037953","","","","",NA,NA
"14281","Dmel","CG14336","FBgn0038495","","","","",NA,NA
"14282","Dmel","CG12364","FBgn0038600","","","","",NA,NA
