"module","size","p-val","Bonf","nInTerm","ont","termName"
"darkred",60,1e-04,0.86,4,"BP","ribosome assembly"
"darkred",60,1e-04,0.89,48,"BP","cellular process"
"darkred",60,0.00012,1,3,"BP","ribosomal large subunit assembly"
"darkred",60,0.00012,1,3,"BP","maturation of LSU-rRNA"
"darkred",60,0.00013,1,7,"BP","purine nucleotide metabolic process"
"darkred",60,0.00013,1,7,"BP","ribonucleotide metabolic process"
"darkred",60,0.00016,1,7,"BP","ribose phosphate metabolic process"
"darkred",60,0.00017,1,5,"BP","cellular respiration"
"darkred",60,0.00025,1,4,"BP","ribosomal small subunit biogenesis"
"darkred",60,0.00048,1,7,"BP","nucleotide metabolic process"
"darkred",60,0.00051,1,7,"BP","nucleoside phosphate metabolic process"
"darkred",60,0.00062,1,10,"BP","RNA processing"
"darkred",60,0.0027,1,10,"CC","mitochondrion"
"darkred",60,0.0031,1,2,"MF","intramolecular transferase activity"
"darkred",60,0.0035,1,2,"CC","mitochondrial proton-transporting ATP sy"
"darkred",60,0.0035,1,2,"CC","proton-transporting ATP synthase complex"
"darkred",60,0.0051,1,4,"BP","ribonucleoprotein complex assembly"
"darkred",60,0.0052,1,1,"BP","positive regulation by host of viral gen"
"darkred",60,0.0052,1,1,"BP","positive regulation of glycogen biosynth"
"darkred",60,0.0052,1,1,"BP","IRES-dependent viral translational initi"
"darkred",60,0.0052,1,1,"CC","eRF1 methyltransferase complex"
"darkred",60,0.0052,1,1,"MF","ribokinase activity"
"darkred",60,0.0069,1,2,"MF","ribosome binding"
"darkred",60,0.0081,1,8,"BP","phosphorylation"
"darkred",60,0.01,1,2,"MF","NADH dehydrogenase activity"
"darkturquoise",65,1e-05,0.087,3,"MF","proteasome binding"
"darkturquoise",65,8.1e-05,0.69,3,"BP","L-amino acid transport"
"darkturquoise",65,0.00023,1,3,"MF","L-amino acid transmembrane transporter a"
"darkturquoise",65,0.0021,1,2,"MF","polypeptide N-acetylgalactosaminyltransf"
"darkturquoise",65,0.0025,1,3,"BP","amino acid transport"
"darkturquoise",65,0.0036,1,3,"MF","amino acid transmembrane transporter act"
"darkturquoise",65,0.0043,1,2,"BP","proteasome assembly"
"darkturquoise",65,0.0058,1,1,"BP","peptidyl-pyrromethane cofactor linkage"
"darkturquoise",65,0.0058,1,1,"BP","geranyl diphosphate biosynthetic process"
"darkturquoise",65,0.0058,1,1,"BP","tRNA methylthiolation"
"darkturquoise",65,0.0058,1,1,"BP","negative regulation of dopamine metaboli"
"darkturquoise",65,0.0058,1,1,"BP","L-glutamate import"
"darkturquoise",65,0.0058,1,1,"BP","proteasome core complex assembly"
"darkturquoise",65,0.0058,1,1,"MF","dimethylallyltranstransferase activity"
"darkturquoise",65,0.0058,1,1,"MF","geranyltranstransferase activity"
"darkturquoise",65,0.0058,1,1,"MF","hydroxymethylbilane synthase activity"
"darkturquoise",65,0.0058,1,1,"MF","pyroglutamyl-peptidase activity"
"darkturquoise",65,0.0058,1,1,"MF","N6-threonylcarbomyladenosine methylthiot"
"darkturquoise",65,0.0058,1,1,"MF","sphingolipid delta-4 desaturase activity"
"darkturquoise",65,0.0058,1,1,"MF","betaine-homocysteine S-methyltransferase"
"darkturquoise",65,0.0085,1,2,"MF","acetylgalactosaminyltransferase activity"
"greenyellow",135,3.1e-54,2.6e-50,33,"CC","proteasome complex"
"greenyellow",135,1.6e-31,1.4e-27,35,"BP","proteasome-mediated ubiquitin-dependent "
"greenyellow",135,1.2e-30,1e-26,35,"BP","proteasomal protein catabolic process"
"greenyellow",135,6.8e-29,5.8e-25,37,"BP","ubiquitin-dependent protein catabolic pr"
"greenyellow",135,1.2e-28,9.9e-25,37,"BP","modification-dependent protein catabolic"
"greenyellow",135,1.5e-28,1.3e-24,15,"CC","proteasome core complex"
"greenyellow",135,1.3e-27,1.1e-23,15,"MF","threonine-type endopeptidase activity"
"greenyellow",135,3.6e-27,3.1e-23,37,"BP","proteolysis involved in cellular protein"
"greenyellow",135,5.9e-27,5e-23,37,"BP","cellular protein catabolic process"
"greenyellow",135,7.3e-26,6.2e-22,37,"BP","protein catabolic process"
"greenyellow",135,1e-25,8.7e-22,14,"BP","proteasomal ubiquitin-independent protei"
"greenyellow",135,1.9e-25,1.7e-21,16,"CC","proteasome regulatory particle"
"greenyellow",135,5.7e-21,4.8e-17,38,"BP","organonitrogen compound catabolic proces"
"greenyellow",135,2.2e-19,1.9e-15,49,"BP","catabolic process"
"greenyellow",135,1.3e-18,1.1e-14,44,"BP","organic substance catabolic process"
"greenyellow",135,1.4e-18,1.2e-14,44,"BP","proteolysis"
"greenyellow",135,4.2e-16,3.6e-12,8,"CC","proteasome core complex, alpha-subunit c"
"greenyellow",135,1.9e-14,1.6e-10,8,"CC","proteasome regulatory particle, lid subc"
"greenyellow",135,2.4e-13,2e-09,69,"CC","protein-containing complex"
"greenyellow",135,5.3e-13,4.5e-09,64,"BP","protein metabolic process"
"greenyellow",135,1.2e-12,1e-08,8,"CC","proteasome regulatory particle, base sub"
"greenyellow",135,3.8e-12,3.2e-08,83,"CC","cytoplasm"
"greenyellow",135,2.1e-11,1.8e-07,6,"CC","proteasome core complex, beta-subunit co"
"greenyellow",135,2.5e-10,2.1e-06,6,"MF","proteasome-activating ATPase activity"
"greenyellow",135,6.1e-09,5.2e-05,23,"BP","cellular protein-containing complex asse"
"greenyellow",135,1.3e-08,0.00011,23,"MF","peptidase activity"
"greenyellow",135,1.4e-08,0.00012,5,"BP","positive regulation of RNA polymerase II"
"greenyellow",135,2.6e-08,0.00022,111,"BP","cellular process"
"greenyellow",135,3e-08,0.00025,88,"BP","cellular metabolic process"
"greenyellow",135,3.4e-08,0.00029,6,"BP","proteasome assembly"
"greenyellow",135,6.3e-08,0.00053,5,"BP","regulation of RNA polymerase II transcri"
"greenyellow",135,9.2e-08,0.00078,18,"MF","endopeptidase activity"
"greenyellow",135,4.8e-07,0.0041,5,"BP","positive regulation of transcription ini"
"greenyellow",135,5.1e-07,0.0043,83,"BP","nitrogen compound metabolic process"
"greenyellow",135,1.5e-06,0.013,4,"CC","cytosolic proteasome complex"
"greenyellow",135,5.8e-06,0.049,5,"BP","RNA polymerase II preinitiation complex "
"greenyellow",135,8.1e-06,0.069,7,"BP","positive regulation of protein complex a"
"greenyellow",135,3.5e-05,0.3,3,"BP","protein geranylgeranylation"
"greenyellow",135,4.8e-05,0.4,70,"CC","intracellular membrane-bounded organelle"
"greenyellow",135,6e-05,0.51,79,"CC","intracellular organelle"
"greenyellow",135,6.1e-05,0.52,3,"BP","protein prenylation"
"greenyellow",135,9.2e-05,0.78,20,"CC","cytosol"
"greenyellow",135,0.00013,1,4,"BP","lamellipodium assembly"
"greenyellow",135,0.00015,1,2,"CC","CAAX-protein geranylgeranyltransferase c"
"greenyellow",135,0.00015,1,2,"MF","CAAX-protein geranylgeranyltransferase a"
"greenyellow",135,0.00019,1,36,"MF","hydrolase activity"
"greenyellow",135,0.00021,1,3,"CC","ER membrane protein complex"
"greenyellow",135,0.00028,1,3,"BP","protein folding in endoplasmic reticulum"
"greenyellow",135,0.00045,1,2,"BP","regulation of dopamine metabolic process"
"greenyellow",135,0.00048,1,3,"MF","polyubiquitin modification-dependent pro"
"greenyellow",135,6e-04,1,3,"MF","TBP-class protein binding"
"greenyellow",135,0.00089,1,2,"BP","molybdopterin cofactor biosynthetic proc"
"greenyellow",135,0.00089,1,2,"BP","regulation of catecholamine metabolic pr"
"greenyellow",135,0.0011,1,3,"BP","regulation of lamellipodium assembly"
"greenyellow",135,0.0014,1,6,"BP","neurotransmitter secretion"
"greenyellow",135,0.0015,1,2,"BP","peroxisome fission"
"greenyellow",135,0.0018,1,5,"CC","integral component of endoplasmic reticu"
"greenyellow",135,0.0021,1,5,"BP","transcription initiation from RNA polyme"
"greenyellow",135,0.0021,1,5,"CC","intrinsic component of endoplasmic retic"
"greenyellow",135,0.0022,1,2,"BP","Mo-molybdopterin cofactor biosynthetic p"
"greenyellow",135,0.0022,1,2,"BP","molybdopterin cofactor metabolic process"
"greenyellow",135,0.0026,1,15,"CC","ribonucleoprotein complex"
"greenyellow",135,0.003,1,8,"CC","endoplasmic reticulum membrane"
"greenyellow",135,0.003,1,2,"BP","vitamin transport"
"greenyellow",135,0.003,1,2,"CC","actin cortical patch"
"greenyellow",135,0.003,1,2,"MF","vitamin transmembrane transporter activi"
"greenyellow",135,0.0032,1,5,"CC","mitochondrial ribosome"
"greenyellow",135,0.0039,1,5,"BP","DNA-templated transcription, initiation"
"greenyellow",135,0.004,1,2,"CC","Arp2/3 protein complex"
"greenyellow",135,0.0042,1,60,"MF","catalytic activity"
"greenyellow",135,0.0043,1,4,"MF","actin filament binding"
"greenyellow",135,0.0043,1,5,"BP","macroautophagy"
"greenyellow",135,0.0045,1,7,"MF","structural constituent of ribosome"
"greenyellow",135,0.0047,1,5,"BP","protein-DNA complex assembly"
"greenyellow",135,0.005,1,12,"MF","structural molecule activity"
"greenyellow",135,0.0051,1,2,"BP","negative regulation of phosphatase activ"
"greenyellow",135,0.0051,1,2,"BP","actin filament depolymerization"
"greenyellow",135,0.0051,1,2,"BP","cellular response to virus"
"greenyellow",135,0.0051,1,2,"CC","lamellipodium"
"greenyellow",135,0.0051,1,2,"MF","sulfurtransferase activity"
"greenyellow",135,0.0059,1,4,"BP","actin filament polymerization"
"greenyellow",135,0.0059,1,6,"BP","ribonucleoprotein complex assembly"
"greenyellow",135,0.0062,1,10,"MF","ATPase activity"
"greenyellow",135,0.0063,1,4,"MF","transferase activity, transferring alkyl"
"greenyellow",135,0.0063,1,2,"CC","integral component of peroxisomal membra"
"greenyellow",135,0.0064,1,12,"CC","endoplasmic reticulum"
"greenyellow",135,0.0066,1,6,"BP","neurotransmitter transport"
"greenyellow",135,0.0068,1,6,"BP","signal release"
"greenyellow",135,0.007,1,3,"BP","autophagosome assembly"
"greenyellow",135,0.007,1,3,"CC","mitochondrial small ribosomal subunit"
"greenyellow",135,0.0076,1,7,"CC","ribosome"
"greenyellow",135,0.0077,1,2,"MF","prenyltransferase activity"
"greenyellow",135,0.0079,1,4,"BP","regulation of protein catabolic process"
"greenyellow",135,0.0083,1,9,"BP","chemical synaptic transmission"
"greenyellow",135,0.0087,1,9,"BP","synaptic signaling"
"greenyellow",135,0.0089,1,3,"MF","structural constituent of cytoskeleton"
"greenyellow",135,0.0092,1,4,"BP","actin polymerization or depolymerization"
"grey",1049,3.2e-20,2.7e-16,525,"CC","intracellular organelle"
"grey",1049,7.1e-15,6.1e-11,440,"CC","intracellular membrane-bounded organelle"
"grey",1049,8.4e-13,7.1e-09,408,"CC","cytoplasm"
"grey",1049,1.3e-10,1.1e-06,91,"CC","organelle membrane"
"grey",1049,1.4e-10,1.2e-06,223,"BP","regulation of cellular metabolic process"
"grey",1049,1.1e-09,9.5e-06,305,"BP","cellular component organization"
"grey",1049,1.6e-09,1.4e-05,82,"BP","vesicle-mediated transport"
"grey",1049,2.2e-09,1.8e-05,658,"BP","cellular process"
"grey",1049,2.6e-09,2.2e-05,481,"BP","cellular metabolic process"
"grey",1049,4e-09,3.4e-05,64,"BP","regulation of nervous system development"
"grey",1049,5e-09,4.2e-05,234,"BP","regulation of metabolic process"
"grey",1049,2.7e-08,0.00023,37,"BP","small GTPase mediated signal transductio"
"grey",1049,3.1e-08,0.00027,28,"BP","dorsal closure"
"grey",1049,3.8e-08,0.00032,39,"BP","embryo development ending in birth or eg"
"grey",1049,4.6e-08,0.00039,131,"CC","endomembrane system"
"grey",1049,5e-08,0.00043,40,"CC","mitochondrial inner membrane"
"grey",1049,5.5e-08,0.00047,49,"BP","regulation of neurogenesis"
"grey",1049,6.1e-08,0.00052,205,"BP","organelle organization"
"grey",1049,6.8e-08,0.00057,85,"BP","phosphorylation"
"grey",1049,7.5e-08,0.00064,30,"BP","morphogenesis of embryonic epithelium"
"grey",1049,1.4e-07,0.0012,21,"CC","mitochondrial respiratory chain"
"grey",1049,1.8e-07,0.0016,61,"CC","cytoplasmic vesicle"
"grey",1049,1.8e-07,0.0016,66,"CC","vesicle"
"grey",1049,2e-07,0.0017,36,"BP","embryonic development via the syncytial "
"grey",1049,2e-07,0.0017,139,"BP","nervous system development"
"grey",1049,3.5e-07,0.003,44,"CC","mitochondrial membrane"
"grey",1049,3.6e-07,0.0031,67,"BP","regulation of cell differentiation"
"grey",1049,3.8e-07,0.0032,40,"CC","endosome"
"grey",1049,4.1e-07,0.0034,32,"BP","Ras protein signal transduction"
"grey",1049,4.3e-07,0.0036,15,"CC","mitochondrial respiratory chain complex "
"grey",1049,4.3e-07,0.0036,15,"CC","NADH dehydrogenase complex"
"grey",1049,5.8e-07,0.0049,52,"BP","cell migration"
"grey",1049,7.8e-07,0.0066,123,"BP","phosphate-containing compound metabolic "
"grey",1049,1e-06,0.0087,273,"CC","protein-containing complex"
"grey",1049,1e-06,0.0087,144,"BP","cellular protein modification process"
"grey",1049,1.1e-06,0.009,90,"BP","intracellular transport"
"grey",1049,1.2e-06,0.0098,53,"BP","regulation of catalytic activity"
"grey",1049,1.3e-06,0.011,27,"BP","ATP metabolic process"
"grey",1049,1.6e-06,0.014,35,"BP","regulation of neuron differentiation"
"grey",1049,1.9e-06,0.016,44,"CC","mitochondrial envelope"
"grey",1049,2.1e-06,0.018,35,"BP","autophagy"
"grey",1049,2.3e-06,0.02,20,"BP","negative regulation of neurogenesis"
"grey",1049,2.6e-06,0.022,27,"BP","border follicle cell migration"
"grey",1049,2.6e-06,0.022,34,"BP","generation of precursor metabolites and "
"grey",1049,3.9e-06,0.033,93,"CC","mitochondrion"
"grey",1049,4.1e-06,0.035,248,"BP","multicellular organism development"
"grey",1049,4.2e-06,0.035,28,"BP","ovarian follicle cell migration"
"grey",1049,7.1e-06,0.06,24,"BP","regulation of autophagy"
"grey",1049,7.6e-06,0.064,108,"BP","generation of neurons"
"grey",1049,8e-06,0.068,112,"BP","neurogenesis"
"grey",1049,9.4e-06,0.079,19,"BP","electron transport chain"
"grey",1049,1.1e-05,0.094,21,"BP","regulation of small GTPase mediated sign"
"grey",1049,1.2e-05,0.11,67,"BP","regulation of localization"
"grey",1049,1.3e-05,0.11,21,"BP","regulation of GTPase activity"
"grey",1049,1.3e-05,0.11,17,"BP","mitochondrial ATP synthesis coupled elec"
"grey",1049,1.3e-05,0.11,17,"CC","coated vesicle"
"grey",1049,1.4e-05,0.12,236,"MF","protein binding"
"grey",1049,1.6e-05,0.13,65,"BP","establishment of protein localization"
"grey",1049,1.7e-05,0.14,17,"BP","ATP synthesis coupled electron transport"
"grey",1049,1.7e-05,0.15,7,"BP","late endosome to vacuole transport"
"grey",1049,1.7e-05,0.15,34,"BP","ameboidal-type cell migration"
"grey",1049,1.8e-05,0.16,139,"BP","regulation of RNA metabolic process"
"grey",1049,1.9e-05,0.16,20,"BP","Golgi organization"
"grey",1049,1.9e-05,0.16,52,"BP","cell motility"
"grey",1049,1.9e-05,0.16,18,"BP","respiratory electron transport chain"
"grey",1049,1.9e-05,0.16,89,"BP","protein localization"
"grey",1049,2.3e-05,0.19,129,"BP","regulation of transcription, DNA-templat"
"grey",1049,2.3e-05,0.2,165,"BP","regulation of gene expression"
"grey",1049,2.3e-05,0.2,15,"CC","Golgi-associated vesicle"
"grey",1049,2.5e-05,0.22,6,"BP","dorsal closure, spreading of leading edg"
"grey",1049,2.6e-05,0.22,19,"BP","oxidative phosphorylation"
"grey",1049,2.6e-05,0.22,139,"BP","animal organ development"
"grey",1049,2.7e-05,0.23,22,"BP","cellular respiration"
"grey",1049,2.9e-05,0.25,95,"BP","regulation of developmental process"
"grey",1049,3.1e-05,0.26,34,"BP","endocytosis"
"grey",1049,3.2e-05,0.28,21,"CC","adherens junction"
"grey",1049,3.8e-05,0.32,13,"BP","regulation of epidermal growth factor re"
"grey",1049,4.1e-05,0.35,270,"BP","anatomical structure development"
"grey",1049,4.1e-05,0.35,29,"CC","cell junction"
"grey",1049,4.2e-05,0.35,81,"BP","neuron development"
"grey",1049,4.2e-05,0.36,39,"BP","embryonic morphogenesis"
"grey",1049,4.7e-05,0.4,26,"BP","negative regulation of cell differentiat"
"grey",1049,4.8e-05,0.41,34,"CC","polytene chromosome"
"grey",1049,5.1e-05,0.43,90,"BP","regulation of signal transduction"
"grey",1049,5.2e-05,0.44,156,"BP","cell development"
"grey",1049,5.3e-05,0.45,4,"BP","protein transport to vacuole involved in"
"grey",1049,5.3e-05,0.45,61,"BP","protein transport"
"grey",1049,5.6e-05,0.48,36,"BP","establishment or maintenance of cell pol"
"grey",1049,5.8e-05,0.49,28,"BP","regulation of cytoskeleton organization"
"grey",1049,6.2e-05,0.52,51,"BP","intracellular protein transport"
"grey",1049,6.2e-05,0.53,75,"BP","cell morphogenesis"
"grey",1049,6.4e-05,0.54,27,"BP","regulation of cell morphogenesis"
"grey",1049,7.4e-05,0.63,11,"BP","actin cytoskeleton reorganization"
"grey",1049,7.5e-05,0.64,82,"BP","locomotion"
"grey",1049,7.6e-05,0.65,437,"BP","nitrogen compound metabolic process"
"grey",1049,8.2e-05,0.7,27,"BP","regulation of cell projection organizati"
"grey",1049,8.3e-05,0.71,62,"CC","nucleoplasm"
"grey",1049,8.4e-05,0.71,68,"BP","pattern specification process"
"grey",1049,8.4e-05,0.71,93,"BP","neuron differentiation"
"grey",1049,8.6e-05,0.73,10,"BP","negative regulation of epidermal growth "
"grey",1049,8.6e-05,0.73,10,"MF","NADH dehydrogenase activity"
"grey",1049,8.9e-05,0.75,49,"CC","Golgi apparatus"
"grey",1049,9.1e-05,0.77,33,"BP","transmembrane receptor protein tyrosine "
"grey",1049,9.6e-05,0.82,55,"BP","eye development"
"grey",1049,9.9e-05,0.84,21,"BP","endosomal transport"
"grey",1049,0.00011,0.9,18,"BP","regulation of Ras protein signal transdu"
"grey",1049,0.00011,0.91,92,"BP","animal organ morphogenesis"
"grey",1049,0.00011,0.93,130,"BP","transcription, DNA-templated"
"grey",1049,0.00011,0.97,275,"BP","developmental process"
"grey",1049,0.00012,1,10,"BP","mitochondrial electron transport, NADH t"
"grey",1049,0.00012,1,52,"BP","compound eye development"
"grey",1049,0.00012,1,786,"CC","cellular_component"
"grey",1049,0.00013,1,29,"BP","epithelial cell migration"
"grey",1049,0.00013,1,76,"BP","cytoskeleton organization"
"grey",1049,0.00014,1,15,"BP","epidermal growth factor receptor signali"
"grey",1049,0.00014,1,59,"CC","endoplasmic reticulum"
"grey",1049,0.00014,1,22,"BP","regulation of neuron projection developm"
"grey",1049,0.00015,1,29,"BP","epithelium migration"
"grey",1049,0.00015,1,69,"BP","cellular protein localization"
"grey",1049,0.00015,1,39,"BP","positive regulation of cellular protein "
"grey",1049,0.00016,1,10,"BP","negative regulation of neuron differenti"
"grey",1049,0.00017,1,13,"MF","oxidoreductase activity, acting on NAD(P"
"grey",1049,0.00018,1,34,"BP","membrane organization"
"grey",1049,0.00018,1,63,"BP","sensory organ development"
"grey",1049,0.00019,1,56,"BP","protein phosphorylation"
"grey",1049,0.00019,1,72,"CC","chromosome"
"grey",1049,0.00021,1,163,"BP","anatomical structure morphogenesis"
"grey",1049,0.00021,1,42,"CC","chromatin"
"grey",1049,0.00021,1,45,"BP","regulation of growth"
"grey",1049,0.00021,1,22,"BP","stem cell proliferation"
"grey",1049,0.00022,1,48,"BP","axonogenesis"
"grey",1049,0.00022,1,6,"BP","ubiquitin-dependent protein catabolic pr"
"grey",1049,0.00023,1,63,"BP","neuron projection development"
"grey",1049,0.00025,1,175,"BP","cell differentiation"
"grey",1049,0.00026,1,9,"BP","protein localization to endoplasmic reti"
"grey",1049,0.00027,1,38,"BP","regulation of cell death"
"grey",1049,0.00028,1,14,"CC","apical junction complex"
"grey",1049,0.00028,1,49,"BP","axon development"
"grey",1049,0.00029,1,59,"BP","cell morphogenesis involved in neuron di"
"grey",1049,0.00035,1,16,"BP","regulation of cell migration"
"grey",1049,0.00035,1,119,"BP","multicellular organism reproduction"
"grey",1049,0.00036,1,81,"BP","regulation of transcription by RNA polym"
"grey",1049,0.00037,1,67,"BP","positive regulation of gene expression"
"grey",1049,0.00041,1,246,"CC","nucleus"
"grey",1049,0.00041,1,14,"BP","regulation of axonogenesis"
"grey",1049,0.00041,1,171,"BP","cell communication"
"grey",1049,0.00043,1,110,"BP","epithelium development"
"grey",1049,0.00044,1,82,"BP","organic substance transport"
"grey",1049,0.00047,1,11,"BP","establishment or maintenance of apical/b"
"grey",1049,0.00049,1,63,"BP","cell morphogenesis involved in different"
"grey",1049,0.00052,1,101,"BP","gamete generation"
"grey",1049,0.00057,1,76,"BP","cell surface receptor signaling pathway"
"grey",1049,0.00057,1,28,"BP","positive regulation of catalytic activit"
"grey",1049,0.00058,1,8,"BP","endosome transport via multivesicular bo"
"grey",1049,0.00058,1,8,"CC","cell-cell adherens junction"
"grey",1049,0.00058,1,73,"BP","cellular macromolecule localization"
"grey",1049,0.00058,1,14,"BP","regulation of cell shape"
"grey",1049,0.00059,1,11,"BP","fatty acid catabolic process"
"grey",1049,6e-04,1,42,"BP","chemotaxis"
"grey",1049,6e-04,1,31,"CC","endoplasmic reticulum membrane"
"grey",1049,6e-04,1,58,"BP","neuron projection morphogenesis"
"grey",1049,0.00061,1,19,"CC","cell-cell junction"
"grey",1049,0.00061,1,26,"BP","positive regulation of cell differentiat"
"grey",1049,0.00062,1,3,"CC","ESCRT II complex"
"grey",1049,0.00062,1,6,"BP","negative regulation of photoreceptor cel"
"grey",1049,0.00063,1,10,"CC","recycling endosome"
"grey",1049,0.00063,1,9,"CC","transcriptionally active chromatin"
"grey",1049,0.00064,1,38,"BP","regulation of transport"
"grey",1049,0.00066,1,18,"BP","lipid modification"
"grey",1049,0.00068,1,4,"BP","late endosome to vacuole transport via m"
"grey",1049,0.00074,1,11,"CC","cell division site"
"grey",1049,0.00075,1,26,"BP","learning or memory"
"grey",1049,0.00077,1,25,"BP","response to hormone"
"grey",1049,0.00079,1,8,"BP","endoplasmic reticulum organization"
"grey",1049,0.00083,1,9,"BP","fatty acid beta-oxidation"
"grey",1049,0.00083,1,9,"BP","establishment or maintenance of epitheli"
"grey",1049,0.00083,1,43,"BP","negative regulation of signal transducti"
"grey",1049,0.00084,1,83,"BP","transcription by RNA polymerase II"
"grey",1049,0.00088,1,16,"BP","histone acetylation"
"grey",1049,0.00089,1,72,"BP","morphogenesis of an epithelium"
"grey",1049,0.00091,1,11,"BP","positive regulation of autophagy"
"grey",1049,0.00091,1,227,"BP","protein metabolic process"
"grey",1049,0.00094,1,17,"BP","macroautophagy"
"grey",1049,0.001,1,16,"BP","peptidyl-lysine acetylation"
"grey",1049,0.001,1,72,"BP","oogenesis"
"grey",1049,0.001,1,240,"CC","membrane"
"grey",1049,0.0011,1,39,"BP","axon guidance"
"grey",1049,0.0011,1,14,"BP","regulation of endocytosis"
"grey",1049,0.0012,1,55,"BP","positive regulation of transcription, DN"
"grey",1049,0.0012,1,12,"BP","vacuolar transport"
"grey",1049,0.0012,1,13,"BP","regulation of microtubule-based process"
"grey",1049,0.0012,1,128,"BP","reproduction"
"grey",1049,0.0012,1,32,"BP","regulation of programmed cell death"
"grey",1049,0.0012,1,10,"BP","adherens junction organization"
"grey",1049,0.0013,1,14,"BP","ER to Golgi vesicle-mediated transport"
"grey",1049,0.0013,1,46,"BP","epithelial cell development"
"grey",1049,0.0014,1,41,"BP","actin filament-based process"
"grey",1049,0.0014,1,13,"CC","endosome membrane"
"grey",1049,0.0014,1,13,"MF","Ras guanyl-nucleotide exchange factor ac"
"grey",1049,0.0014,1,47,"BP","cell proliferation"
"grey",1049,0.0014,1,27,"MF","Ras GTPase binding"
"grey",1049,0.0014,1,8,"CC","COPII-coated ER to Golgi transport vesic"
"grey",1049,0.0014,1,34,"MF","protein kinase activity"
"grey",1049,0.0014,1,6,"MF","oxidoreductase activity, acting on NAD(P"
"grey",1049,0.0015,1,4,"CC","rough endoplasmic reticulum membrane"
"grey",1049,0.0015,1,48,"BP","developmental growth"
"grey",1049,0.0015,1,27,"BP","neuromuscular junction development"
"grey",1049,0.0015,1,42,"BP","ovarian follicle cell development"
"grey",1049,0.0015,1,32,"BP","purine nucleotide metabolic process"
"grey",1049,0.0016,1,39,"BP","actin cytoskeleton organization"
"grey",1049,0.0016,1,20,"BP","memory"
"grey",1049,0.0016,1,19,"CC","centrosome"
"grey",1049,0.0016,1,74,"BP","intracellular signal transduction"
"grey",1049,0.0017,1,28,"BP","histone modification"
"grey",1049,0.0017,1,143,"BP","signal transduction"
"grey",1049,0.0017,1,61,"BP","tube morphogenesis"
"grey",1049,0.0018,1,115,"BP","tissue development"
"grey",1049,0.0018,1,27,"MF","small GTPase binding"
"grey",1049,0.0018,1,20,"BP","morphogenesis of a polarized epithelium"
"grey",1049,0.0019,1,122,"BP","reproductive process"
"grey",1049,0.0019,1,12,"MF","electron transfer activity"
"grey",1049,0.002,1,106,"BP","catabolic process"
"grey",1049,0.002,1,57,"BP","metamorphosis"
"grey",1049,0.0021,1,6,"BP","cell competition in a multicellular orga"
"grey",1049,0.0021,1,6,"BP","negative regulation of small GTPase medi"
"grey",1049,0.0021,1,6,"CC","mitochondrial proton-transporting ATP sy"
"grey",1049,0.0021,1,6,"CC","proton-transporting ATP synthase complex"
"grey",1049,0.0021,1,162,"BP","signaling"
"grey",1049,0.0021,1,50,"BP","imaginal disc morphogenesis"
"grey",1049,0.0021,1,9,"BP","fatty acid oxidation"
"grey",1049,0.0021,1,5,"CC","multivesicular body"
"grey",1049,0.0021,1,5,"CC","zonula adherens"
"grey",1049,0.0021,1,5,"CC","clathrin adaptor complex"
"grey",1049,0.0022,1,13,"BP","establishment of cell polarity"
"grey",1049,0.0022,1,57,"MF","enzyme binding"
"grey",1049,0.0022,1,16,"BP","protein acetylation"
"grey",1049,0.0022,1,19,"BP","regulation of locomotion"
"grey",1049,0.0023,1,10,"BP","Rab protein signal transduction"
"grey",1049,0.0023,1,8,"CC","Golgi-associated vesicle membrane"
"grey",1049,0.0023,1,3,"BP","stress granule assembly"
"grey",1049,0.0023,1,3,"CC","RNA polymerase II transcription represso"
"grey",1049,0.0023,1,3,"MF","acetyl-CoA C-acyltransferase activity"
"grey",1049,0.0023,1,7,"BP","unidimensional cell growth"
"grey",1049,0.0025,1,235,"BP","biosynthetic process"
"grey",1049,0.0025,1,46,"BP","taxis"
"grey",1049,0.0025,1,16,"CC","transport vesicle"
"grey",1049,0.0026,1,17,"BP","positive regulation of neurogenesis"
"grey",1049,0.0026,1,9,"BP","septate junction assembly"
"grey",1049,0.0026,1,9,"BP","lipid oxidation"
"grey",1049,0.0026,1,23,"BP","establishment of protein localization to"
"grey",1049,0.0027,1,14,"BP","long-term memory"
"grey",1049,0.0027,1,38,"BP","wing disc morphogenesis"
"grey",1049,0.0028,1,10,"BP","axo-dendritic transport"
"grey",1049,0.0028,1,10,"BP","regulation of photoreceptor cell differe"
"grey",1049,0.0028,1,11,"BP","regulation of microtubule cytoskeleton o"
"grey",1049,0.0028,1,37,"BP","imaginal disc-derived wing morphogenesis"
"grey",1049,0.0028,1,4,"BP","semaphorin-plexin signaling pathway"
"grey",1049,0.0028,1,4,"CC","mitochondrial proton-transporting ATP sy"
"grey",1049,0.0028,1,4,"CC","proton-transporting ATP synthase complex"
"grey",1049,0.0028,1,4,"MF","acyl-CoA dehydrogenase activity"
"grey",1049,0.0029,1,16,"BP","negative regulation of cell proliferatio"
"grey",1049,0.0029,1,8,"BP","positive regulation of Ras protein signa"
"grey",1049,0.0029,1,32,"BP","ribose phosphate metabolic process"
"grey",1049,0.003,1,24,"BP","oocyte differentiation"
"grey",1049,0.003,1,20,"BP","oocyte construction"
"grey",1049,0.003,1,7,"BP","autophagosome maturation"
"grey",1049,0.0031,1,14,"BP","response to insulin"
