"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"turquoise",3337,2609,3,1.26482750475279e-33,1.07320613778274e-29,256,0.0981218857799923,0.492307692307692,520,"GO:0055114","BP","oxidation-reduction process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
"turquoise",3337,2609,4,1.23956385339307e-31,1.05176992960402e-27,273,0.10463779225757,0.470689655172414,580,"GO:0016491","MF","oxidoreductase activity","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"turquoise",3337,2609,5,1.34240823748221e-20,1.13903338950366e-16,168,0.06439248754312,0.478632478632479,351,"GO:0048037","MF","cofactor binding","Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate."
"turquoise",3337,2609,6,3.01387012779491e-17,2.55726880343398e-13,174,0.0666922192410885,0.445012787723785,391,"GO:0019752","BP","carboxylic acid metabolic process","The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."
"turquoise",3337,2609,7,5.92289041129801e-17,5.02557251398636e-13,179,0.068608662322729,0.438725490196078,408,"GO:0006082","BP","organic acid metabolic process","The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."
"turquoise",3337,2609,8,1.07453931548559e-16,9.11746609189519e-13,83,0.0318129551552319,0.576388888888889,144,"GO:0005506","MF","iron ion binding","Interacting selectively and non-covalently with iron (Fe) ions."
"turquoise",3337,2609,9,4.58599803698434e-16,3.89121933438121e-12,155,0.0594097355308547,0.450581395348837,344,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"turquoise",3337,2609,10,2.68387151431984e-15,2.27726497990039e-11,101,0.0387121502491376,0.512690355329949,197,"GO:0009617","BP","response to bacterium","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."
"white",54,36,1,2.90713861471912e-30,2.46670711458917e-26,19,0.527777777777778,0.197916666666667,96,"GO:0005214","MF","structural constituent of chitin-based cuticle","The action of a molecule that contributes to the structural integrity of a chitin-based cuticle. An example of this is found in Drosophila melanogaster."
"white",54,36,2,1.02733979842113e-29,8.71697818960325e-26,19,0.527777777777778,0.186274509803922,102,"GO:0042302","MF","structural constituent of cuticle","The action of a molecule that contributes to the structural integrity of a cuticle."
"white",54,36,3,4.55364160670138e-27,3.86376490328612e-23,20,0.555555555555556,0.116959064327485,171,"GO:0031012","CC","extracellular matrix","A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."
"white",54,36,4,5.76807300218769e-26,4.89420994235625e-22,19,0.527777777777778,0.121794871794872,156,"GO:0040003","BP","chitin-based cuticle development","Synthesis and deposition of a chitin-based noncellular, hardened, or membranous secretion from an epithelial sheet. An example of this process is found in Drosophila melanogaster."
"white",54,36,5,2.23021496506264e-23,1.89233739785565e-19,19,0.527777777777778,0.0900473933649289,211,"GO:0042335","BP","cuticle development","The chemical reactions and pathways resulting in the formation of a cuticle, the outer layer of some animals and plants, which acts to prevent water loss."
"white",54,36,6,1.28462094690274e-20,1.09000087344697e-16,26,0.722222222222222,0.0295119182746879,881,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"white",54,36,7,1.07135926811751e-19,9.0904833899771e-16,13,0.361111111111111,0.173333333333333,75,"GO:0008010","MF","structural constituent of chitin-based larval cuticle","The action of a molecule that contributes to the structural integrity of the chitin-based cuticle of a larva. An example of this is found in Drosophila melanogaster."
"white",54,36,8,3.15199810244083e-19,2.67447038992104e-15,20,0.555555555555556,0.0481927710843374,415,"GO:0005198","MF","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell."
"white",54,36,9,4.34303451070459e-09,3.68506478233285e-05,5,0.138888888888889,0.263157894736842,19,"GO:0010171","BP","body morphogenesis","The process in which the anatomical structures of the soma are generated and organized."
"white",54,36,10,1.18957219270023e-05,0.100935200550615,20,0.555555555555556,0.00880281690140845,2272,"GO:0007275","BP","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
