Category	Term	Count	Percent	PValue	Genes	List_Total	Pop Hits	Pop Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	tRNA-binding	5	0.202922078	0.05238205	"FBGN0027094, FBGN0037347, FBGN0026079, FBGN0032430, FBGN0033375"	2385	9	13921	3.242720708	0.999999994	0.331658893	52.1207256
UP_KEYWORDS	Detoxification	5	0.202922078	0.05238205	"FBGN0001149, FBGN0010226, FBGN0020545, FBGN0033817, FBGN0010043"	2385	9	13921	3.242720708	0.999999994	0.331658893	52.1207256
GOTERM_BP_DIRECT	GO:0007030~Golgi organization	21	0.852272727	0.052774331	"FBGN0027287, FBGN0032614, FBGN0037728, FBGN0035909, FBGN0031536, FBGN0000346, FBGN0037998, FBGN0036919, FBGN0069242, FBGN0024556, FBGN0014868, FBGN0261020, FBGN0000115, FBGN0037339, FBGN0267378, FBGN0033902, FBGN0038039, FBGN0035762, FBGN0000543, FBGN0262125, FBGN0020626"	1861	82	10996	1.513191177	1	0.939102753	61.44913687
UP_KEYWORDS	Ion transport	46	1.866883117	0.052918367	"FBGN0039561, FBGN0032593, FBGN0265262, FBGN0262512, FBGN0027106, FBGN0005564, FBGN0016691, FBGN0032706, FBGN0038837, FBGN0035032, FBGN0050181, FBGN0038641, FBGN0004118, FBGN0266346, FBGN0033558, FBGN0035785, FBGN0052669, FBGN0039677, FBGN0039676, FBGN0039679, FBGN0038621, FBGN0028703, FBGN0040377, FBGN0004620, FBGN0026255, FBGN0010240, FBGN0011286, FBGN0004619, FBGN0065110, FBGN0038840, FBGN0003011, FBGN0037950, FBGN0036727, FBGN0060296, FBGN0085425, FBGN0015777, FBGN0052451, FBGN0086365, FBGN0020258, FBGN0020235, FBGN0045073, FBGN0022097, FBGN0004363, FBGN0000039, FBGN0034716, FBGN0031634"	2385	208	13921	1.290852282	0.999999995	0.328816858	52.49032306
INTERPRO	IPR000182:GNAT domain	10	0.405844156	0.053626738	"FBGN0031974, FBGN0035766, FBGN0034429, FBGN0039690, FBGN0019643, FBGN0032691, FBGN0029813, FBGN0032668, FBGN0031043, FBGN0031632"	2074	27	10984	1.961498625	1	0.953457667	61.99699827
INTERPRO	IPR013785:Aldolase-type TIM barrel	10	0.405844156	0.053626738	"FBGN0263241, FBGN0023477, FBGN0031238, FBGN0061356, FBGN0086355, FBGN0034117, FBGN0030554, FBGN0036663, FBGN0261575, FBGN0033735"	2074	27	10984	1.961498625	1	0.953457667	61.99699827
GOTERM_BP_DIRECT	GO:0007016~cytoskeletal anchoring at plasma membrane	6	0.243506494	0.053969469	"FBGN0028427, FBGN0000667, FBGN0041789, FBGN0000244, FBGN0000117, FBGN0004397"	1861	13	10996	2.727069814	1	0.939437159	62.29538828
GOTERM_BP_DIRECT	GO:0045214~sarcomere organization	10	0.405844156	0.054577945	"FBGN0041096, FBGN0283471, FBGN0264695, FBGN0053519, FBGN0005633, FBGN0000667, FBGN0014863, FBGN0011296, FBGN0260049, FBGN0004169"	1861	30	10996	1.969550421	1	0.937880938	62.7194759
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	15	0.608766234	0.055967966	"FBGN0003888, FBGN0000046, FBGN0000044, FBGN0003886, FBGN0026431, FBGN0000042, FBGN0010434, FBGN0031050, FBGN0262716, FBGN0265045, FBGN0065032, FBGN0003890, FBGN0250788, FBGN0003884, FBGN0003885"	1717	49	9284	1.655236352	1	0.953786601	60.27664004
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	50	2.029220779	0.056477217	"FBGN0035909, FBGN0037312, FBGN0037612, FBGN0061492, FBGN0035586, FBGN0031049, FBGN0033980, FBGN0033691, FBGN0052069, FBGN0027564, FBGN0011016, FBGN0031689, FBGN0041337, FBGN0039450, FBGN0267972, FBGN0267330, FBGN0261020, FBGN0053113, FBGN0033065, FBGN0038076, FBGN0010470, FBGN0030304, FBGN0030615, FBGN0045073, FBGN0028327, FBGN0010391, FBGN0038236, FBGN0067102, FBGN0015714, FBGN0030873, FBGN0260856, FBGN0053977, FBGN0069242, FBGN0031432, FBGN0039756, FBGN0031126, FBGN0035435, FBGN0041723, FBGN0036662, FBGN0033052, FBGN0038515, FBGN0015035, FBGN0015033, FBGN0014868, FBGN0250820, FBGN0030367, FBGN0041191, FBGN0005672, FBGN0013773, FBGN0014469"	1790	221	10026	1.267221113	1	0.652868899	57.1523708
SMART	SM00868:SM00868	23	0.933441558	0.057094148	"FBGN0037877, FBGN0034878, FBGN0038549, FBGN0030206, FBGN0039329, FBGN0022935, FBGN0038551, FBGN0001990, FBGN0037722, FBGN0032814, FBGN0034114, FBGN0037617, FBGN0050431, FBGN0037794, FBGN0038301, FBGN0033581, FBGN0038767, FBGN0030316, FBGN0031610, FBGN0039355, FBGN0014931, FBGN0033569, FBGN0028895"	945	87	5218	1.459757952	1	0.966950628	56.03457656
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	93	3.774350649	0.057279609	"FBGN0266137, FBGN0010389, FBGN0035806, FBGN0001137, FBGN0039734, FBGN0043578, FBGN0039172, FBGN0003719, FBGN0037960, FBGN0035385, FBGN0000108, FBGN0036988, FBGN0039774, FBGN0004118, FBGN0023496, FBGN0003748, FBGN0026415, FBGN0052669, FBGN0004569, FBGN0004622, FBGN0000206, FBGN0041234, FBGN0010240, FBGN0283461, FBGN0034067, FBGN0004513, FBGN0038439, FBGN0004514, FBGN0046685, FBGN0004619, FBGN0262018, FBGN0003137, FBGN0004598, FBGN0011828, FBGN0264574, FBGN0003463, FBGN0032358, FBGN0015380, FBGN0000592, FBGN0052750, FBGN0015777, FBGN0004360, FBGN0003328, FBGN0261363, FBGN0003366, FBGN0002565, FBGN0031872, FBGN0028481, FBGN0004512, FBGN0003892, FBGN0261800, FBGN0045073, FBGN0031381, FBGN0032117, FBGN0263116, FBGN0000039, FBGN0003867, FBGN0039520, FBGN0000490, FBGN0003495, FBGN0270928, FBGN0011204, FBGN0005564, FBGN0016123, FBGN0011582, FBGN0000636, FBGN0024234, FBGN0010114, FBGN0000299, FBGN0086359, FBGN0250910, FBGN0024230, FBGN0013763, FBGN0012037, FBGN0002022, FBGN0004168, FBGN0036485, FBGN0010453, FBGN0011286, FBGN0001189, FBGN0053517, FBGN0266599, FBGN0066114, FBGN0024245, FBGN0086365, FBGN0004055, FBGN0052475, FBGN0003444, FBGN0035523, FBGN0005672, FBGN0004108, FBGN0011603, FBGN0086674"	587	423	3113	1.165959863	1	0.997773386	61.98622583
UP_KEYWORDS	Protein transport	33	1.339285714	0.057548958	"FBGN0000257, FBGN0013749, FBGN0031536, FBGN0052702, FBGN0000346, FBGN0037998, FBGN0260856, FBGN0086913, FBGN0086357, FBGN0031049, FBGN0083968, FBGN0262743, FBGN0033691, FBGN0041723, FBGN0262125, FBGN0022213, FBGN0040340, FBGN0053653, FBGN0030480, FBGN0008635, FBGN0025724, FBGN0028969, FBGN0028968, FBGN0250791, FBGN0041582, FBGN0025725, FBGN0040512, FBGN0013756, FBGN0000482, FBGN0267330, FBGN0267378, FBGN0266669, FBGN0036740"	2385	142	13921	1.356462043	0.999999999	0.346743685	55.57322495
KEGG_PATHWAY	dme00190:Oxidative phosphorylation	38	1.542207792	0.058154625	"FBGN0250814, FBGN0031771, FBGN0265262, FBGN0035600, FBGN0014028, FBGN0031066, FBGN0262512, FBGN0030853, FBGN0039112, FBGN0047038, FBGN0033961, FBGN0016691, FBGN0040529, FBGN0040773, FBGN0266582, FBGN0035032, FBGN0263911, FBGN0027785, FBGN0032222, FBGN0019624, FBGN0037873, FBGN0039909, FBGN0040377, FBGN0034877, FBGN0011361, FBGN0029888, FBGN0010612, FBGN0015031, FBGN0035521, FBGN0016687, FBGN0017566, FBGN0261439, FBGN0031830, FBGN0020235, FBGN0021906, FBGN0052230, FBGN0022097, FBGN0030718"	573	139	2737	1.305837006	0.99936978	0.274149003	49.88489234
INTERPRO	IPR009038:GOLD	6	0.243506494	0.058420698	"FBGN0045866, FBGN0029709, FBGN0030341, FBGN0069242, FBGN0061492, FBGN0031814"	2074	12	10984	2.648023144	1	0.962140748	65.23812925
INTERPRO	"IPR016163:Aldehyde dehydrogenase, C-terminal"	6	0.243506494	0.058420698	"FBGN0051075, FBGN0012036, FBGN0032945, FBGN0010548, FBGN0037146, FBGN0023537"	2074	12	10984	2.648023144	1	0.962140748	65.23812925
GOTERM_MF_DIRECT	"GO:0051539~4 iron, 4 sulfur cluster binding"	10	0.405844156	0.059186285	"FBGN0263241, FBGN0031771, FBGN0014028, FBGN0259113, FBGN0037011, FBGN0017566, FBGN0024958, FBGN0024957, FBGN0032907, FBGN0030718"	1717	28	9284	1.931109077	1	0.955342953	62.39266779
GOTERM_BP_DIRECT	GO:0072499~photoreceptor cell axon guidance	9	0.36525974	0.05953429	"FBGN0011722, FBGN0053202, FBGN0028371, FBGN0051352, FBGN0023095, FBGN0250788, FBGN0030941, FBGN0039617, FBGN0000320"	1861	26	10996	2.04530236	1	0.949113722	66.01014565
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	9	0.36525974	0.05953429	"FBGN0031263, FBGN0037007, FBGN0027786, FBGN0264493, FBGN0004569, FBGN0001234, FBGN0003997, FBGN0033784, FBGN0267972"	1861	26	10996	2.04530236	1	0.949113722	66.01014565
GOTERM_CC_DIRECT	"GO:0005786~signal recognition particle, endoplasmic reticulum targeting"	5	0.202922078	0.059759576	"FBGN0038810, FBGN0038808, FBGN0021795, FBGN0011016, FBGN0035947"	1790	9	10026	3.111731844	1	0.662199978	59.27486014
GOTERM_CC_DIRECT	GO:0031430~M band	5	0.202922078	0.059759576	"FBGN0086355, FBGN0053519, FBGN0250906, FBGN0052311, FBGN0014869"	1790	9	10026	3.111731844	1	0.662199978	59.27486014
GOTERM_CC_DIRECT	GO:0005918~septate junction	10	0.405844156	0.059928297	"FBGN0030870, FBGN0015777, FBGN0036299, FBGN0000636, FBGN0261873, FBGN0010434, FBGN0250785, FBGN0013720, FBGN0067864, FBGN0001987"	1790	29	10026	1.931419765	1	0.651615178	59.3812692
INTERPRO	IPR013098:Immunoglobulin I-set	19	0.771103896	0.060356189	"FBGN0265296, FBGN0028370, FBGN0052057, FBGN0035410, FBGN0053519, FBGN0032006, FBGN0053202, FBGN0052791, FBGN0003137, FBGN0029082, FBGN0011828, FBGN0010473, FBGN0041097, FBGN0265045, FBGN0051619, FBGN0053543, FBGN0028482, FBGN0052311, FBGN0031725"	2074	66	10984	1.524619386	1	0.963503929	66.47129844
UP_KEYWORDS	Actin-binding	16	0.649350649	0.06063719	"FBGN0283471, FBGN0264695, FBGN0028371, FBGN0001301, FBGN0014141, FBGN0015797, FBGN0004397, FBGN0039157, FBGN0024238, FBGN0262716, FBGN0000667, FBGN0065032, FBGN0260049, FBGN0250788, FBGN0011726, FBGN0010246"	2385	58	13921	1.610178559	1	0.356206082	57.52505009
SMART	SM01190:SM01190	5	0.202922078	0.062368886	"FBGN0045866, FBGN0029709, FBGN0030341, FBGN0069242, FBGN0061492"	945	9	5218	3.06760729	1	0.961926349	59.35045476
GOTERM_MF_DIRECT	GO:0005102~receptor binding	13	0.527597403	0.062545913	"FBGN0010453, FBGN0030964, FBGN0046685, FBGN0028374, FBGN0039722, FBGN0034647, FBGN0000723, FBGN0004360, FBGN0000636, FBGN0262733, FBGN0028484, FBGN0015522, FBGN0000206"	1717	41	9284	1.714448059	1	0.957059438	64.48855611
INTERPRO	"IPR004046:Glutathione S-transferase, C-terminal"	12	0.487012987	0.062777159	"FBGN0033381, FBGN0063497, FBGN0063495, FBGN0001149, FBGN0010039, FBGN0010226, FBGN0010044, FBGN0030484, FBGN0063494, FBGN0063493, FBGN0033817, FBGN0010043"	2074	36	10984	1.765348762	1	0.965706104	67.95574583
UP_SEQ_FEATURE	nucleotide phosphate-binding region:NAD	7	0.284090909	0.063200213	"FBGN0261445, FBGN0000055, FBGN0034390, FBGN0001092, FBGN0035147, FBGN0023537, FBGN0001258"	587	16	3113	2.320166099	1	0.998120507	65.7172839
GOTERM_BP_DIRECT	GO:0048193~Golgi vesicle transport	8	0.324675325	0.064528745	"FBGN0267378, FBGN0045866, FBGN0029709, FBGN0037084, FBGN0030341, FBGN0035762, FBGN0069242, FBGN0061492"	1861	22	10996	2.148600459	1	0.95812468	69.0476594
GOTERM_BP_DIRECT	GO:0048565~digestive tract development	4	0.162337662	0.064656511	"FBGN0001138, FBGN0040505, FBGN0031294, FBGN0003117"	1861	6	10996	3.939100842	1	0.955772597	69.12189728
GOTERM_BP_DIRECT	GO:0009117~nucleotide metabolic process	4	0.162337662	0.064656511	"FBGN0019982, FBGN0034988, FBGN0000150, FBGN0031663"	1861	6	10996	3.939100842	1	0.955772597	69.12189728
GOTERM_BP_DIRECT	GO:0031054~pre-miRNA processing	4	0.162337662	0.064656511	"FBGN0037470, FBGN0039016, FBGN0037330, FBGN0032515"	1861	6	10996	3.939100842	1	0.955772597	69.12189728
GOTERM_BP_DIRECT	"GO:0007313~maternal specification of dorsal/ventral axis, oocyte, soma encoded"	4	0.162337662	0.064656511	"FBGN0000490, FBGN0003719, FBGN0003463, FBGN0004003"	1861	6	10996	3.939100842	1	0.955772597	69.12189728
GOTERM_BP_DIRECT	GO:1990182~exosomal secretion	4	0.162337662	0.064656511	"FBGN0015790, FBGN0086346, FBGN0015795, FBGN0031450"	1861	6	10996	3.939100842	1	0.955772597	69.12189728
INTERPRO	IPR008979:Galactose-binding domain-like	11	0.446428571	0.064752624	"FBGN0029167, FBGN0031879, FBGN0033757, FBGN0260746, FBGN0034417, FBGN0030228, FBGN0032800, FBGN0001083, FBGN0004598, FBGN0030600, FBGN0270927"	2074	32	10984	1.820515911	1	0.96690779	69.12087738
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	530	21.50974026	0.064961355	"FBGN0041707, FBGN0032593, FBGN0052225, FBGN0034417, FBGN0029082, FBGN0039172, FBGN0033453, FBGN0033451, FBGN0027785, FBGN0027786, FBGN0051637, FBGN0028527, FBGN0033558, FBGN0029508, FBGN0029506, FBGN0000032, FBGN0264308, FBGN0267972, FBGN0087012, FBGN0052750, FBGN0033446, FBGN0261509, FBGN0263776, FBGN0023416, FBGN0039360, FBGN0053774, FBGN0034420, FBGN0036667, FBGN0038420, FBGN0039290, FBGN0035432, FBGN0033961, FBGN0028646, FBGN0034578, FBGN0051785, FBGN0039091, FBGN0035435, FBGN0023524, FBGN0036662, FBGN0033052, FBGN0029768, FBGN0038621, FBGN0002022, FBGN0004168, FBGN0011286, FBGN0033048, FBGN0263852, FBGN0250868, FBGN0035521, FBGN0039886, FBGN0062412, FBGN0004055, FBGN0003444, FBGN0035523, FBGN0029771, FBGN0052230, FBGN0030796, FBGN0023536, FBGN0035909, FBGN0026314, FBGN0028562, FBGN0053523, FBGN0035519, FBGN0038641, FBGN0033691, FBGN0039674, FBGN0040931, FBGN0052669, FBGN0001987, FBGN0039677, FBGN0039676, FBGN0085384, FBGN0039679, FBGN0036587, FBGN0028699, FBGN0085397, FBGN0035914, FBGN0015380, FBGN0003328, FBGN0035710, FBGN0052451, FBGN0030304, FBGN0052250, FBGN0030306, FBGN0030309, FBGN0038535, FBGN0039665, FBGN0039151, FBGN0033679, FBGN0053506, FBGN0034438, FBGN0029837, FBGN0003515, FBGN0002939, FBGN0029723, FBGN0051092, FBGN0038524, FBGN0033196, FBGN0026438, FBGN0028886, FBGN0001296, FBGN0029930, FBGN0028572, FBGN0033382, FBGN0038515, FBGN0021979, FBGN0053517, FBGN0001083, FBGN0003011, FBGN0040623, FBGN0034440, FBGN0034649, FBGN0040011, FBGN0069969, FBGN0039789, FBGN0052475, FBGN0038654, FBGN0039787, FBGN0032614, FBGN0038873, FBGN0031926, FBGN0028863, FBGN0035880, FBGN0035173, FBGN0035171, FBGN0039734, FBGN0032618, FBGN0032512, FBGN0061492, FBGN0040636, FBGN0029003, FBGN0039930, FBGN0040773, FBGN0029709, FBGN0039738, FBGN0042641, FBGN0032222, FBGN0032899, FBGN0032123, FBGN0042086, FBGN0037873, FBGN0038042, FBGN0031725, FBGN0037875, FBGN0026754, FBGN0265296, FBGN0038880, FBGN0035755, FBGN0264574, FBGN0029843, FBGN0031879, FBGN0030349, FBGN0038033, FBGN0038039, FBGN0031081, FBGN0038038, FBGN0052815, FBGN0030341, FBGN0031872, FBGN0030343, FBGN0032117, FBGN0003360, FBGN0028327, FBGN0026756, FBGN0039817, FBGN0029870, FBGN0029975, FBGN0030597, FBGN0029976, FBGN0038753, FBGN0038752, FBGN0038755, FBGN0039756, FBGN0038950, FBGN0027074, FBGN0086357, FBGN0250910, FBGN0030456, FBGN0027070, FBGN0030592, FBGN0040251, FBGN0016032, FBGN0038366, FBGN0032506, FBGN0051810, FBGN0029866, FBGN0034605, FBGN0039741, FBGN0026872, FBGN0051718, FBGN0032233, FBGN0060296, FBGN0086365, FBGN0020372, FBGN0039942, FBGN0038053, FBGN0052179, FBGN0051729, FBGN0050285, FBGN0032465, FBGN0001137, FBGN0035649, FBGN0026592, FBGN0037612, FBGN0033519, FBGN0025712, FBGN0021795, FBGN0038837, FBGN0050181, FBGN0032850, FBGN0030670, FBGN0035785, FBGN0030481, FBGN0033502, FBGN0029888, FBGN0031970, FBGN0040383, FBGN0038840, FBGN0051665, FBGN0003463, FBGN0037603, FBGN0051663, FBGN0025700, FBGN0020521, FBGN0031636, FBGN0020258, FBGN0033608, FBGN0261801, FBGN0042179, FBGN0261805, FBGN0031635, FBGN0031634, FBGN0259202, FBGN0040350, FBGN0032536, FBGN0030559, FBGN0069242, FBGN0003495, FBGN0040491, FBGN0030358, FBGN0000636, FBGN0031702, FBGN0039043, FBGN0031708, FBGN0037730, FBGN0037084, FBGN0051157, FBGN0040793, FBGN0039048, FBGN0032879, FBGN0041723, FBGN0028500, FBGN0028703, FBGN0050296, FBGN0065110, FBGN0023095, FBGN0032684, FBGN0032052, FBGN0032338, FBGN0014868, FBGN0032055, FBGN0265413, FBGN0250757, FBGN0035771, FBGN0051146, FBGN0038725, FBGN0031814, FBGN0038099, FBGN0265313, FBGN0038809, FBGN0036191, FBGN0024150, FBGN0032036, FBGN0051103, FBGN0266449, FBGN0037443, FBGN0035282, FBGN0030662, FBGN0259916, FBGN0035285, FBGN0031002, FBGN0263390, FBGN0020930, FBGN0037140, FBGN0266758, FBGN0025693, FBGN0040551, FBGN0031401, FBGN0050269, FBGN0037933, FBGN0036935, FBGN0037553, FBGN0260942, FBGN0262508, FBGN0022959, FBGN0024179, FBGN0037239, FBGN0033809, FBGN0027106, FBGN0032015, FBGN0086784, FBGN0259238, FBGN0034277, FBGN0031126, FBGN0037235, FBGN0000320, FBGN0034175, FBGN0026255, FBGN0031032, FBGN0028399, FBGN0037228, FBGN0026257, FBGN0040575, FBGN0259229, FBGN0024994, FBGN0031529, FBGN0034959, FBGN0031039, FBGN0051272, FBGN0037912, FBGN0086674, FBGN0260964, FBGN0015663, FBGN0032809, FBGN0038256, FBGN0053202, FBGN0010548, FBGN0032900, FBGN0032805, FBGN0024983, FBGN0039112, FBGN0034050, FBGN0037015, FBGN0036980, FBGN0037960, FBGN0053303, FBGN0032706, FBGN0032704, FBGN0000108, FBGN0037298, FBGN0036988, FBGN0036986, FBGN0031049, FBGN0000206, FBGN0010240, FBGN0034067, FBGN0032006, FBGN0010638, FBGN0031449, FBGN0004598, FBGN0031053, FBGN0267330, FBGN0038260, FBGN0038938, FBGN0040212, FBGN0053113, FBGN0037007, FBGN0025837, FBGN0260388, FBGN0034267, FBGN0025595, FBGN0037386, FBGN0030824, FBGN0031478, FBGN0030403, FBGN0063649, FBGN0025469, FBGN0031676, FBGN0013720, FBGN0016123, FBGN0031069, FBGN0038926, FBGN0039900, FBGN0036008, FBGN0040340, FBGN0030745, FBGN0037676, FBGN0086532, FBGN0040531, FBGN0037671, FBGN0034045, FBGN0050008, FBGN0010651, FBGN0037950, FBGN0037536, FBGN0038282, FBGN0038912, FBGN0041097, FBGN0037958, FBGN0034141, FBGN0037956, FBGN0005672, FBGN0032713, FBGN0030941, FBGN0034716, FBGN0010389, FBGN0266137, FBGN0024947, FBGN0053144, FBGN0053147, FBGN0052576, FBGN0260004, FBGN0010482, FBGN0263911, FBGN0035206, FBGN0035207, FBGN0085339, FBGN0259994, FBGN0036316, FBGN0031294, FBGN0004622, FBGN0259682, FBGN0046685, FBGN0052547, FBGN0011336, FBGN0034497, FBGN0052448, FBGN0262867, FBGN0024361, FBGN0010473, FBGN0261673, FBGN0033232, FBGN0039419, FBGN0036742, FBGN0028481, FBGN0045073, FBGN0031285, FBGN0036125, FBGN0263116, FBGN0039525, FBGN0034383, FBGN0035321, FBGN0039520, FBGN0034381, FBGN0263830, FBGN0267796, FBGN0053977, FBGN0270928, FBGN0011204, FBGN0036433, FBGN0085459, FBGN0040505, FBGN0034075, FBGN0028491, FBGN0039321, FBGN0039527, FBGN0045866, FBGN0261086, FBGN0262843, FBGN0262844, FBGN0262846, FBGN0039431, FBGN0083949, FBGN0066114, FBGN0039232, FBGN0034479, FBGN0083167, FBGN0004108, FBGN0011603, FBGN0260874, FBGN0027579, FBGN0262816, FBGN0034194, FBGN0035449, FBGN0035244, FBGN0027575, FBGN0037580, FBGN0030993, FBGN0035385, FBGN0033127, FBGN0004118, FBGN0033129, FBGN0033128, FBGN0041234, FBGN0041233, FBGN0036643, FBGN0004513, FBGN0027564, FBGN0004514, FBGN0011016, FBGN0027562, FBGN0039450, FBGN0259740, FBGN0033130, FBGN0036702, FBGN0003997, FBGN0033337, FBGN0003996, FBGN0033132, FBGN0261020, FBGN0033134, FBGN0085425, FBGN0033135, FBGN0266100, FBGN0033139, FBGN0004512, FBGN0003892, FBGN0030870, FBGN0030872, FBGN0067102, FBGN0039561, FBGN0030873, FBGN0260857, FBGN0036710, FBGN0260856, FBGN0011582, FBGN0024230, FBGN0033911, FBGN0047135, FBGN0262801, FBGN0036485, FBGN0030234, FBGN0036489, FBGN0039478, FBGN0085201, FBGN0004635, FBGN0036727, FBGN0011705, FBGN0031263, FBGN0024245, FBGN0033904, FBGN0031260, FBGN0085400, FBGN0034792, FBGN0034999, FBGN0035473, FBGN0034996, FBGN0036622, FBGN0034997, FBGN0030230"	1790	2814	10026	1.054936808	1	0.670874279	62.43895531
GOTERM_CC_DIRECT	GO:0031902~late endosome membrane	8	0.324675325	0.065559758	"FBGN0037339, FBGN0000257, FBGN0261673, FBGN0027525, FBGN0260856, FBGN0015795, FBGN0000482, FBGN0036932"	1790	21	10026	2.133758978	1	0.663416931	62.78787896
GOTERM_BP_DIRECT	GO:0010906~regulation of glucose metabolic process	39	1.582792208	0.066388447	"FBGN0023169, FBGN0032840, FBGN0003866, FBGN0262656, FBGN0038603, FBGN0039509, FBGN0014029, FBGN0016126, FBGN0259678, FBGN0015391, FBGN0031822, FBGN0265045, FBGN0027786, FBGN0040309, FBGN0004419, FBGN0002609, FBGN0013762, FBGN0003130, FBGN0025790, FBGN0011361, FBGN0052547, FBGN0035107, FBGN0003507, FBGN0004598, FBGN0000459, FBGN0003651, FBGN0014869, FBGN0002723, FBGN0020236, FBGN0015380, FBGN0000568, FBGN0039911, FBGN0004654, FBGN0260945, FBGN0037778, FBGN0085405, FBGN0003117, FBGN0263118, FBGN0044048"	1861	177	10996	1.30190621	1	0.956907587	70.11180528
GOTERM_BP_DIRECT	GO:0045886~negative regulation of synaptic growth at neuromuscular junction	13	0.527597403	0.066407222	"FBGN0015790, FBGN0003328, FBGN0036300, FBGN0025790, FBGN0263456, FBGN0061469, FBGN0259481, FBGN0261041, FBGN0262733, FBGN0035437, FBGN0039431, FBGN0020493, FBGN0030600"	1861	45	10996	1.706943698	1	0.954365077	70.12237031
GOTERM_MF_DIRECT	GO:0043021~ribonucleoprotein complex binding	5	0.202922078	0.066842598	"FBGN0032138, FBGN0013756, FBGN0087039, FBGN0039260, FBGN0032298"	1717	9	9284	3.003947454	1	0.96049576	67.0096025
GOTERM_MF_DIRECT	"GO:0016798~hydrolase activity, acting on glycosyl bonds"	5	0.202922078	0.066842598	"FBGN0039226, FBGN0000079, FBGN0000078, FBGN0039768, FBGN0034997"	1717	9	9284	3.003947454	1	0.96049576	67.0096025
UP_KEYWORDS	Metalloprotease	15	0.608766234	0.067155171	"FBGN0033038, FBGN0032536, FBGN0004885, FBGN0039734, FBGN0039420, FBGN0037580, FBGN0003719, FBGN0028945, FBGN0039252, FBGN0266100, FBGN0036986, FBGN0086359, FBGN0039073, FBGN0012037, FBGN0025879"	2385	54	13921	1.621360354	1	0.381092536	61.38643839
UP_KEYWORDS	Extracellular matrix	8	0.324675325	0.068277372	"FBGN0011722, FBGN0004360, FBGN0010453, FBGN0000299, FBGN0016075, FBGN0003137, FBGN0261800, FBGN0036995"	2385	22	13921	2.1225081	1	0.380424554	62.01745572
KEGG_PATHWAY	dme00562:Inositol phosphate metabolism	14	0.568181818	0.068798504	"FBGN0027506, FBGN0267350, FBGN0036262, FBGN0037339, FBGN0028497, FBGN0086355, FBGN0015277, FBGN0036551, FBGN0025742, FBGN0030761, FBGN0030670, FBGN0025885, FBGN0023537, FBGN0037064"	573	41	2737	1.631039033	0.999844271	0.30601708	56.04035822
UP_KEYWORDS	Cytoplasm	126	5.113636364	0.069743991	"FBGN0000046, FBGN0013746, FBGN0000044, FBGN0000042, FBGN0000346, FBGN0030228, FBGN0014029, FBGN0038603, FBGN0035947, FBGN0032793, FBGN0027094, FBGN0041164, FBGN0000557, FBGN0027091, FBGN0029092, FBGN0031550, FBGN0264848, FBGN0004419, FBGN0013756, FBGN0016687, FBGN0037347, FBGN0015925, FBGN0027619, FBGN0035498, FBGN0260484, FBGN0005695, FBGN0250906, FBGN0065032, FBGN0020493, FBGN0002036, FBGN0011726, FBGN0033375, FBGN0023477, FBGN0250850, FBGN0034962, FBGN0035626, FBGN0027497, FBGN0001301, FBGN0000117, FBGN0283494, FBGN0036850, FBGN0020385, FBGN0003149, FBGN0086359, FBGN0040309, FBGN0001259, FBGN0001258, FBGN0025724, FBGN0031955, FBGN0037770, FBGN0036300, FBGN0264695, FBGN0002901, FBGN0031428, FBGN0041582, FBGN0028833, FBGN0025725, FBGN0266599, FBGN0038965, FBGN0038810, FBGN0041191, FBGN0034282, FBGN0029676, FBGN0086251, FBGN0003888, FBGN0003886, FBGN0034051, FBGN0039114, FBGN0037580, FBGN0037011, FBGN0038295, FBGN0260049, FBGN0012051, FBGN0003884, FBGN0031450, FBGN0022213, FBGN0003885, FBGN0003882, FBGN0283473, FBGN0008635, FBGN0261985, FBGN0000384, FBGN0259481, FBGN0033265, FBGN0031637, FBGN0262716, FBGN0003328, FBGN0035025, FBGN0000667, FBGN0015247, FBGN0003890, FBGN0259099, FBGN0000524, FBGN0028980, FBGN0010246, FBGN0026431, FBGN0003866, FBGN0031777, FBGN0014141, FBGN0086698, FBGN0001092, FBGN0016070, FBGN0033739, FBGN0259209, FBGN0262743, FBGN0250788, FBGN0004432, FBGN0000150, FBGN0003074, FBGN0000536, FBGN0003071, FBGN0035461, FBGN0037470, FBGN0028968, FBGN0004395, FBGN0004397, FBGN0031663, FBGN0036995, FBGN0020236, FBGN0033902, FBGN0001202, FBGN0014863, FBGN0011640, FBGN0000543, FBGN0025885, FBGN0050291"	2385	646	13921	1.138466032	1	0.381309992	62.82773441
