Category	Term	Count	percent	PValue	Genes	List_Total	Pop_Hits	Pop_Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transmembrane	539	1.21369061	0.011933292	"CG15117, CG42817, CG4462, CG40498, CG5639, NHE3, SHAWN, DSCAM2, KUA, CG33303, ND-ASHI, RH50, CG15661, ATP7, CG42514, CG12194, TSP42EF, TSP42EG, TSP42EH, TSP42EI, CG40486, TSP42EJ, TSP42EL, CG31663, VACHT, IRK3, TSP42EN, LCCH3, HID, TSP42ER, KDELR, CG4459, CG43187, EO, MAN1, TSP42EA, CG42306, TSP42EB, CG15653, TSP42EE, NEB-CGP, CG31637, CG4587, CG14298, CG1317, FW, AC78C, CG18249, DPR9, W, IR76A, PIS, RICH, CG7227, CG4293, PIO, INE, SUT2, IA-2, IR25A, MPC1, CG4576, CG1309, CG5646, CUE, NINAD, CG43778, CG7589, GLURIIA, CG4984, ROST, COX8, CG15211, NHA2, CG6512, CG42751, CG43078, CG31810, ZNT86D, DIP-ETA, CG4950, SLMAP, CG1572, CG12344, CG42747, CG32547, CG14223, CG12730, CG7530, MEIGO, CG33474, FILI, OCT-TYRR, CG4829, CG1667, CG31157, CG1665, CG15611, UNC80, PLUM, CG1662, L(2)01289, CG1358, DOP2R, MARF, UZIP, TSP2A, CG11077, JWA, NTPASE, CG3690, TWR, PMP34, CG42336, CMPY, CG42239, CG42235, SCGBETA, CG31272, EYA, CG13607, P24-1, CG5687, CG34310, CG3408, ALP4, CG13091, CG31689, NP15.6, ZNT63C, AKHR, SDHC, SSRBETA, UCP4A, SDHD, CG42329, CG11753, CG7011, WGN, CG10097, CG11741, CG6962, ZNT41F, CG17323, CG42394, CG17324, OCTBETA3R, FIE, CG3662, CG17322, MDR49, CG10960, TRAM, PORIN, HISCL1, ASPH, CG11437, CG11438, CG34430, DAT, CG18327, MEMBRIN, CG14855, GABA-B-R2, MEC2, PIG-S, CG6959, CG10182, SEC61BETA, PIG-U, TACE, MGE, CG6656, CG32448, HAF, PIG-C, CG10073, CG9395, CG3842, CG3156, L(1)G0320, CG32276, CG32576, CG32669, CSAT, ABCB7, CG3149, CG14830, CG6006, SYT14, CG12910, SLC5A11, CG14204, RHO, CG14971, OATP30B, PPK30, HO, ERGIC53, PCK, CG6723, CG12159, INX7, CAV, LBM, CG3376, CG10864, ORCT2, CG32750, RIC-3, CG12290, CG2698, PPK20, PPK26, CG18869, CG32069, UGT35B, CG11686, CG4753, CG15553, CG8861, CG8860, WIT, HS6ST, SIFAR, UGT86DI, CG11825, CG31103, CG10178, PPK10, IHOG, ESYT2, HBS, SEC63, CG44286, HYDR1, ECA, GR59F, CYP6V1, CG8888, GR59E, DHAP-AT, CG3500, SEC61GAMMA, CG13404, CG13409, PPK19, CG4630, BAI, CG3394, NLG1, CG32225, CG12025, HS3ST-A, CG7084, MDR65, CATSUP, RTNL1, CG7896, DGKEPSILON, KAR, CG18549, CG6739, CG7497, CG7382, PVR, CG9338, CG17636, ND-B15, CG30269, CG2003, SYT7, CG15279, CNGB, CG1092, OSTGAMMA, TANGO13, CG13907, CG13220, CG44837, SNMP1, TANK, CG1824, UIF, APPL, CG10311, MAB-21, CG7091, CG8814, CG10737, ZIP71B, CG2310, CG32815, CG43693, CG5823, CG9220, CG13920, CG9702, CG30285, CG17111, MFS14, CG9706, BDL, SCB, CADN2, AC3, BOND, CLUMSY, CG6398, 7B2, CG1275, CG10337, CG17121, CG9717, CG9444, EAAT2, DPR19, OST48, CG43207, CG43208, DPR11, SYX8, SYX6, CG18507, CG10345, CG9628, CG11388, CG17036, FUR2, CG5059, TKR99D, CG6184, CG7943, NEP5, CG6282, NEP1, CG10353, NEP3, SCAP, CG44325, CG8399, FAS3, SEA, L(2)K09913, CG3822, CAPS, CAD89D, SUGB, BET1, CG10362, CG2930, VHAM8.9, SOSIE, RHOBTB, MFRN, NEMY, PAPI, ST, SEV, BUFFY, CG5037, CG9186, FUSL, CG9743, OATP58DC, MTCH, CG42492, SPOCK, ALDH-III, CG9662, SPASE22-23, CG17163, CG9657, CG9034, CG3078, CG5167, VGAT, CG33506, CTR1B, CG2604, CYP4G15, STIM, TSPO, SPI, CG16854, LOJ, CG9669, SPASE12, TM4SF, CG34172, VMAT, LPR2, SPZ, CG1208, CG34371, SPR, IR31A, ROBO3, SPP, CG7708, PPK3, CHOP24, ARALAR1, SEC61ALPHA, SPT-I, CG12502, STE24B, VHAM9.7-A, UGT37A1, TMS1, CG10483, CG5196, YPS, PMP70, CLS, CG9416, CG8654, CG42445, COX7C, ND-MLRQ, CG30008, MIRO, CG9514, QTC, CG8272, PPK, TSP5D, JABBA, LIST, NRV2, CG34355, CG13078, CG7630, CG13384, SSK, FUCTB, WRY, FUCTA, CG42456, RYR, CG17821, CG5484, CG14777, HTL, CG1907, CG13575, CG43210, GLURIA, CG5282, GLUT1, OSTDELTA, MTHL8, DPPIII, CG5070, CG15814, GLI, MTHL5, SESB, DMTN, CG14401, CG8112, ORT, CG16953, RHO-5, NACHRALPHA2, CG14186, SLL, TUTL, 5-HT2A, CG10550, CG4239, DNT, CG8249, CG1103, SLV, CG5885, CG13255, CG4332, CG31785, GLCAT-I, CG8311, NACHRBETA2, DOP1R2, DOP1R1, ALT, CG5254, CG12404, CG33144, SP1173, PTC, NRT, ALK, CG13654, CNMA, KRN, 5-HT1A, SMO, 5-HT1B, GRK, DOT, PAIN, CG5262, CG5892, CG12541, SHAL, WSCK, CG6479, CG14196, CG4341, TRPGAMMA, MINO, ACPH-1, GR98A, WOL, CG15922, FRC, HS2ST, CG34113, FMRFAR, CG31729, BOSS, CG33774, CG34396, DER-1, PTR, SNZ, PROC-R, UGT37C1, GLCT-1, SPASE25, SOG, DRL, CG7881, CG5382, KR-H2, CG33977, WTRW, STMA, CG13284"	2291	2482	11424	1.082879403	0.984850199	0.275511824	15.1360598
INTERPRO	IPR016185:Pre-ATP-grasp domain	6	0.013510471	0.012247072	"GSS, ACC, SYN, CG32495, ADE3, CG2118"	1985	8	9553	3.609445844	1	0.772661788	19.35800674
UP_KEYWORDS	Neuropeptide	11	0.024769196	0.012737539	"NPLP1, FMRFA, NPLP3, SNPF, CCHA1, NPF, HUG, NPLP4, CCHA2, EH, CAPA"	2291	24	11424	2.285464863	0.988597875	0.273537383	16.07553927
GOTERM_CC_DIRECT	GO:0005622~intracellular	77	0.173384373	0.013024166	"PVR, CG10916, RHOL, RABX5, WKD, NBS, CG3191, CENG1A, PVRAP, CG10657, ZNT41F, CG5160, CG15529, CNGB, ZNT86D, SYX6, SOCS36E, CG43729, CG3529, TRIM9, DCX-EMAP, UCH, RAB26, HRS, CG8500, CG32506, PI4KIIIALPHA, EPAC, RAS64B, GAPSEC, CG13933, CDK5, CTA, CG32165, ARF102F, CG30440, KRT95D, BLM, CG10737, FS(2)KET, CG10362, RAB6, CG14669, RIC, GYC88E, CG8519, RHOBTB, VHAM8.9, QTC, AC78C, DPP, HFW, SEC61GAMMA, TWE, CG6891, PKCDELTA, CG7324, CG3894, AC3, CG2017, STUMPS, STOPS, RGK1, CAPA, CATSUP, RGK2, CALPA, DGKEPSILON, CG3703, CG4325, RHEB, NPC2A, CG30158, MTOR, NTF-2, CG5938, NPC2H"	1705	293	8313	1.281316746	0.999001069	0.46638195	17.31906245
UP_KEYWORDS	Transmembrane helix	538	1.211438865	0.013580154	"CG15117, CG42817, CG4462, CG40498, CG5639, NHE3, SHAWN, DSCAM2, KUA, CG33303, ND-ASHI, RH50, CG15661, ATP7, CG42514, CG12194, TSP42EF, TSP42EG, TSP42EH, TSP42EI, CG40486, TSP42EJ, TSP42EL, CG31663, VACHT, IRK3, TSP42EN, LCCH3, HID, TSP42ER, KDELR, CG4459, CG43187, EO, MAN1, TSP42EA, CG42306, TSP42EB, CG15653, TSP42EE, NEB-CGP, CG31637, CG4587, CG14298, CG1317, FW, AC78C, CG18249, DPR9, W, IR76A, PIS, RICH, CG7227, CG4293, PIO, INE, SUT2, IA-2, IR25A, MPC1, CG4576, CG1309, CG5646, CUE, NINAD, CG43778, CG7589, GLURIIA, CG4984, ROST, COX8, CG15211, NHA2, CG6512, CG42751, CG43078, CG31810, ZNT86D, DIP-ETA, CG4950, SLMAP, CG1572, CG12344, CG42747, CG32547, CG14223, CG12730, CG7530, MEIGO, CG33474, FILI, OCT-TYRR, CG4829, CG1667, CG31157, CG1665, CG15611, UNC80, PLUM, CG1662, L(2)01289, CG1358, DOP2R, MARF, UZIP, TSP2A, CG11077, JWA, NTPASE, CG3690, TWR, PMP34, CG42336, CMPY, CG42239, CG42235, SCGBETA, CG31272, EYA, CG13607, P24-1, CG5687, CG34310, CG3408, ALP4, CG13091, CG31689, NP15.6, ZNT63C, AKHR, SDHC, SSRBETA, UCP4A, SDHD, CG42329, CG11753, CG7011, WGN, CG10097, CG11741, CG6962, ZNT41F, CG17323, CG42394, CG17324, OCTBETA3R, FIE, CG3662, CG17322, MDR49, CG10960, TRAM, HISCL1, ASPH, CG11437, CG11438, CG34430, DAT, CG18327, MEMBRIN, CG14855, GABA-B-R2, MEC2, PIG-S, CG6959, CG10182, SEC61BETA, PIG-U, TACE, MGE, CG6656, CG32448, HAF, PIG-C, CG10073, CG9395, CG3842, CG3156, L(1)G0320, CG32276, CG32576, CG32669, CSAT, ABCB7, CG3149, CG14830, CG6006, SYT14, CG12910, SLC5A11, CG14204, RHO, CG14971, OATP30B, PPK30, HO, ERGIC53, PCK, CG6723, CG12159, INX7, CAV, LBM, CG3376, CG10864, ORCT2, CG32750, RIC-3, CG12290, CG2698, PPK20, PPK26, CG18869, CG32069, UGT35B, CG11686, CG4753, CG15553, CG8861, CG8860, WIT, HS6ST, SIFAR, UGT86DI, CG11825, CG31103, CG10178, PPK10, IHOG, ESYT2, HBS, SEC63, CG44286, HYDR1, ECA, GR59F, CYP6V1, CG8888, GR59E, DHAP-AT, CG3500, SEC61GAMMA, CG13404, CG13409, PPK19, CG4630, BAI, CG3394, NLG1, CG32225, CG12025, HS3ST-A, CG7084, MDR65, CATSUP, RTNL1, CG7896, DGKEPSILON, KAR, CG18549, CG6739, CG7497, CG7382, PVR, CG9338, CG17636, ND-B15, CG30269, CG2003, SYT7, CG15279, CNGB, CG1092, OSTGAMMA, TANGO13, CG13907, CG13220, CG44837, SNMP1, TANK, CG1824, UIF, APPL, CG10311, MAB-21, CG7091, CG8814, CG10737, ZIP71B, CG2310, CG32815, CG43693, CG5823, CG9220, CG13920, CG9702, CG30285, CG17111, MFS14, CG9706, BDL, SCB, CADN2, AC3, BOND, CLUMSY, CG6398, 7B2, CG1275, CG10337, CG17121, CG9717, CG9444, EAAT2, DPR19, OST48, CG43207, CG43208, DPR11, SYX8, SYX6, CG18507, CG10345, CG9628, CG11388, CG17036, FUR2, CG5059, TKR99D, CG6184, CG7943, NEP5, CG6282, NEP1, CG10353, NEP3, SCAP, CG44325, CG8399, FAS3, SEA, L(2)K09913, CG3822, CAPS, CAD89D, SUGB, BET1, CG10362, CG2930, VHAM8.9, SOSIE, RHOBTB, MFRN, NEMY, PAPI, ST, SEV, BUFFY, CG5037, CG9186, FUSL, CG9743, OATP58DC, MTCH, CG42492, SPOCK, ALDH-III, CG9662, SPASE22-23, CG17163, CG9657, CG9034, CG3078, CG5167, VGAT, CG33506, CTR1B, CG2604, CYP4G15, STIM, TSPO, SPI, CG16854, LOJ, CG9669, SPASE12, TM4SF, CG34172, VMAT, LPR2, SPZ, CG1208, CG34371, SPR, IR31A, ROBO3, SPP, CG7708, PPK3, CHOP24, ARALAR1, SEC61ALPHA, SPT-I, CG12502, STE24B, VHAM9.7-A, UGT37A1, TMS1, CG10483, CG5196, YPS, PMP70, CLS, CG9416, CG8654, CG42445, COX7C, ND-MLRQ, CG30008, MIRO, CG9514, QTC, CG8272, PPK, TSP5D, JABBA, LIST, NRV2, CG34355, CG13078, CG7630, CG13384, SSK, FUCTB, WRY, FUCTA, CG42456, RYR, CG17821, CG5484, CG14777, HTL, CG1907, CG13575, CG43210, GLURIA, CG5282, GLUT1, OSTDELTA, MTHL8, DPPIII, CG5070, CG15814, GLI, MTHL5, SESB, DMTN, CG14401, CG8112, ORT, CG16953, RHO-5, NACHRALPHA2, CG14186, SLL, TUTL, 5-HT2A, CG10550, CG4239, DNT, CG8249, CG1103, SLV, CG5885, CG13255, CG4332, CG31785, GLCAT-I, CG8311, NACHRBETA2, DOP1R2, DOP1R1, ALT, CG5254, CG12404, CG33144, SP1173, PTC, NRT, ALK, CG13654, CNMA, KRN, 5-HT1A, SMO, 5-HT1B, GRK, DOT, PAIN, CG5262, CG5892, CG12541, SHAL, WSCK, CG6479, CG14196, CG4341, TRPGAMMA, MINO, ACPH-1, GR98A, WOL, CG15922, FRC, HS2ST, CG34113, FMRFAR, CG31729, BOSS, CG33774, CG34396, DER-1, PTR, SNZ, PROC-R, UGT37C1, GLCT-1, SPASE25, SOG, DRL, CG7881, CG5382, KR-H2, CG33977, WTRW, STMA, CG13284"	2291	2479	11424	1.082178382	0.991536135	0.272491762	17.04949109
UP_KEYWORDS	Transferase	231	0.520153119	0.013837928	"PVR, CG8207, CG17636, PGD, DNAPOL-ALPHA50, OSTGAMMA, GOT2, CG33303, GOT1, ILK, CG15661, TANGO13, ADE3, PGK, L(2)K01209, GSTT4, ADCK, CG7470, CG1427, CG5626, MGAT2, PFK, SK1, CG9886, MTTFB2, CAMKI, CG12560, MTTFB1, CG31637, MYT1, GSTS1, CG9220, CG12264, CKS85A, MMY, GSTD1, PIS, STRN-MLCK, P38C, GSTD3, ACK, CG7328, GSTD7, GSTD8, LIC, CG11594, CG8078, BOND, CG4576, CG8475, CG7236, GSTE3, TAKL2, GSTE7, GSTE6, SRC64B, ARI-2, GSTE5, GPRK2, CG15766, TAKL1, GFAT2, CG2811, OST48, CKIIALPHA, PKD, CG15628, ART4, ART8, ART7, PAPSS, AKAP200, CG17681, AMPKALPHA, PI4KIIIALPHA, CG1969, CG4829, SDT, GLYS, CG9154, TFIIFALPHA, PI3K59F, TG, DAK1, SPDS, CG10361, AWD, SEV, AGT, DHX15, CG5037, CERK, NMT, DNAPOL-ALPHA180, TAILOR, CG10621, CG11089, DNAPOL-GAMMA35, ATPCL, CG1942, CG11899, CHRAC-14, CG31683, MUS308, CG42329, CSUL, CG6145, HMGS, ATAC2, CG17323, CG17324, FNTA, CG17322, RPIII128, CG6767, UGP, TGS1, DAT, IKKEPSILON, PI4KIIALPHA, PICK1, JHAMT, MADM, SPT-I, CG10182, UGT37A1, SQA, CG5196, CG3534, ADK2, PIG-C, CG4306, CG10585, CG5599, CLS, CG6330, CG1640, CG18858, CG30008, GALK, IRBP, CG3356, CG4407, CG4502, MUS205, PKCDELTA, GEM3, CG5087, S6KL, FUCTB, CG8665, FUCTA, CG10268, FASN2, CG17821, HTL, ATG1, OSTDELTA, SRPK79D, CG12913, TPS1, CG14204, DNAPOL-IOTA, EAS, PINK1, BETAGGT-II, CG8112, FER, RHO-5, METRO, RCP, CG6388, VPS15, DNT, BUBR1, GCN2, CG31743, TALDO, GLCAT-I, CG8311, GSTE13, CG18869, UGT35B, ALK, CG4753, CDK5, CDK2, DOK, WIT, MRI, ARF102F, CG6379, DOT, CG11307, CG11306, WSCK, CG5892, CG12007, CG17807, HS6ST, ECO, VARI, MINO, UGT86DI, TINA-1, UBE3A, CG10178, WOL, VIH, HS2ST, AGBE, CG17209, CG1129, DHAP-AT, CG8414, CG8036, GSTO2, GSTE14, GSTO3, NSUN2, CG8745, UGT37C1, GLCT-1, MTRNAPOL, CG3793, HS3ST-A, CG12428, DRL, DGKEPSILON, SCOT, BETA4GALNACTA"	2291	1009	11424	1.141599892	0.992273994	0.262100541	17.34534551
INTERPRO	IPR001395:Aldo/keto reductase	7	0.015762216	0.014002061	"CG10638, CG18547, CG9436, CG6083, CG6084, CG12224, CG10863"	1985	11	9553	3.06256011	1	0.800179502	21.8233987
INTERPRO	IPR000718:Peptidase M13	12	0.027020941	0.014410069	"CG13283, CG14523, CG8550, NEP5, CG9505, CG14528, CG5527, CG14529, NEP1, CG14526, CG14527, NEP3"	1985	27	9553	2.13893087	1	0.793750452	22.38629579
INTERPRO	IPR011333:BTB/POZ fold	25	0.056293628	0.014802079	"CG11275, CG43120, CG12236, KEL, CG8924, TRL, CHINMO, LOLAL, CG32121, RDX, GCL, RHOBTB, BTBD9, BAB1, AB, CG3711, MRI, CG7058, ELOC, KTL, CG6765, CG15097, SHAL, CG34376, TANGO10"	1985	75	9553	1.604198153	1	0.787372131	22.92351928
SMART	SM00408:IGc2	32	0.072055843	0.016151362	"PVR, CG14964, DPR15, DPR16, DPR19, IHOG, CG34113, DSCAM2, DPR4, DPR11, HBS, PXN, DPR10, DPR9, DPR8, DIP-ETA, NOLO, PPN, UNC-89, STRN-MLCK, TUTL, DPR21, DIP-GAMMA, CG34371, ROBO3, BDL, CG33543, HTL, DIP-ALPHA, ZORMIN, PLUM, KEK3"	914	107	4557	1.491073437	0.998467294	0.884702565	20.3042232
UP_KEYWORDS	4Fe-4S	9	0.020265706	0.016423875	"SDHB, CG9272, ND-20, IRP-1B, IRP-1A, ND-75, DNAPOL-ALPHA180, CG4858, MOCS1"	2291	18	11424	2.493234395	0.996909816	0.288209768	20.25966207
PIR_SUPERFAMILY	"PIRSF000239:peroxiredoxin, AhpC type"	5	0.011258726	0.017691229	"PRX6005, CG12896, JAFRAC1, PRX2540-1, PRX2540-2"	194	5	743	3.829896907	0.945496103	0.945496103	19.44382374
KEGG_PATHWAY	"dme00260:Glycine, serine and threonine metabolism"	12	0.027020941	0.017731673	"CG11899, PGLYM78, CG5955, CG8129, PPL, CG7430, CG10184, CG6287, SARDH, CG3999, CG9514, CG10361"	538	26	2402	2.060623391	0.885225083	0.134388271	18.59083888
KEGG_PATHWAY	dme04145:Phagosome	21	0.047286647	0.01818716	"HRS, ALPHATUB84B, BETATUB60D, SEC61ALPHA, ALPHATUB85E, CALR, ACT57B, VHAM9.7-A, BETATUB97EF, SEC61BETA, CG8860, RAB7, ACT5C, VHA36-3, TSP, ACT87E, SEC61GAMMA, VHA14-1, VHA36-1, PI3K59F, VHA68-1"	538	57	2402	1.644883584	0.891489046	0.129603574	19.02378179
INTERPRO	IPR008978:HSP20-like chaperone	10	0.022517451	0.0182347	"CG11257, CG10347, CG14207, CG13133, CG14921, CG4461, L(2)EFL, CG16817, HSP23, HSP67BA"	1985	21	9553	2.291711647	1	0.839184587	27.48025431
INTERPRO	IPR002347:Glucose/ribitol dehydrogenase	20	0.045034902	0.01827522	"CG31809, CG40486, CG31548, CG3842, CG3699, CG31810, SPTR, CG8888, CG11200, CG9360, CG30491, CG3603, CG12116, CG12171, CG10962, DHPR, ADH, CG17121, CG7322, CG13284"	1985	57	9553	1.688629635	1	0.827141194	27.53249473
GOTERM_CC_DIRECT	GO:0019028~viral capsid	5	0.011258726	0.018499216	"ALPHACOP, EPSILONCOP, GAMMACOP, ZETACOP, DELTACOP"	1705	6	8313	4.063049853	0.999946743	0.55958265	23.72913075
GOTERM_BP_DIRECT	GO:0006537~glutamate biosynthetic process	5	0.011258726	0.018819054	"GOT2, CG9674, GOT1, SLGA, GLS"	1773	6	8604	4.043993232	1	0.999442304	28.32665435
INTERPRO	"IPR016160:Aldehyde dehydrogenase, conserved site"	5	0.011258726	0.019400868	"ALDH, CG8665, CG31075, ALDH-III, CG17896"	1985	6	9553	4.010495382	1	0.833020233	28.96963812
INTERPRO	IPR007110:Immunoglobulin-like domain	39	0.087818059	0.01940588	"DPR15, CG14964, PVR, DPR16, DPR19, IHOG, CG34113, DSCAM2, DPR4, DPR11, HBS, PXN, DPR10, DPR9, DPR8, DIP-ETA, NOLO, CG6044, UNC-89, PPN, STRN-MLCK, TUTL, DPR21, CG34371, DIP-GAMMA, ROBO3, BEAT-IV, BDL, CG33543, CG13532, BEAT-IIIC, HTL, HIG, DIP-ALPHA, ZORMIN, FAS3, CG5597, PLUM, KEK3"	1985	133	9553	1.411211909	1	0.821200459	28.97597651
KEGG_PATHWAY	dme00980:Metabolism of xenobiotics by cytochrome P450	22	0.049538392	0.019676533	"UGT37C1, UGT86DI, GSTT4, GSTE13, CG10178, UGT35B, GSTS1, CG3609, ALDH-III, UGT37A1, CG17323, GSTD1, GSTE3, GSTD3, GSTE7, GSTE6, CG15661, GSTD7, GSTE5, ADH, GSTE14, GSTD8"	538	61	2402	1.610213907	0.909698016	0.131898655	20.42480545
UP_SEQ_FEATURE	domain:EF-hand 4	7	0.015762216	0.019775924	"CANB, TPNC41C, EIP63F-1, ARALAR1, TPNC73F, CALPA, TPNC47D"	561	12	2782	2.89275104	1	0.986976951	27.83780253
GOTERM_MF_DIRECT	GO:0005525~GTP binding	46	0.103580275	0.020013956	"RECQ5, RHOL, MARF, RABX5, RAB6, ALPHATUB84B, CENG1A, CG13390, RIC, CG5160, CG14669, BETATUB60D, CG8519, GYC88E, RHOBTB, BETATUB97EF, MIRO, PAST1, ALPHATUB84D, RAB8, RAB7, GTP-BP, AWD, 128UP, CG1129, RAB23, RAB26, MOCS1, ARL1, CG2017, CG8500, RAS64B, RGK1, ALPHATUB85E, ARL5, RGK2, NON1, NS2, DND, CTA, ARF102F, RAB2, RAB14, RHEB, CG30158, RAB11"	1643	160	7786	1.362431528	1	0.888478606	27.58396905
UP_KEYWORDS	Peroxidase	10	0.022517451	0.020324417	"PRX6005, PRX3, CG12896, JAFRAC2, JAFRAC1, PRX2540-1, GSTS1, GSTD8, PXN, PRX2540-2"	2291	22	11424	2.266576723	0.999227823	0.328423648	24.47579647
GOTERM_CC_DIRECT	GO:0005759~mitochondrial matrix	23	0.051790137	0.0203536	"LON, FDX1, ALDH, MTTFB2, MTTFB1, CG3267, CG31075, CG14757, FDX2, CG11267, CG2118, UQCR-C1, GOT2, CG7791, PN, P32, SLGA, GOT1, GLS, CG9547, SCOT, MDH2, CG8728"	1705	70	8313	1.602002514	0.999980342	0.565524728	25.79312502
GOTERM_MF_DIRECT	GO:0004032~alditol:NADP+ 1-oxidoreductase activity	5	0.011258726	0.020494917	"CG10638, CG9436, CG6083, CG6084, CG10863"	1643	6	7786	3.949076892	1	0.870302081	28.14925935
GOTERM_BP_DIRECT	GO:0045454~cell redox homeostasis	16	0.036027922	0.020837062	"L(2)01289, PRX6005, PDI, CG9302, CG4199, CABP1, CG12896, CG7430, PRTP, PRX2540-1, ERP60, PRX2540-2, PRX3, JAFRAC2, JAFRAC1, TRX-2"	1773	43	8604	1.805690001	1	0.999189079	30.86738787
INTERPRO	"IPR004045:Glutathione S-transferase, N-terminal"	15	0.033776177	0.020872972	"GSTE13, GSTT4, GDAP1, GSTS1, GSTD1, GSTE3, GSTD3, GSTE7, GSTO2, GSTD7, GSTE6, GSTE5, GSTE14, GSTO3, GSTD8"	1985	39	9553	1.850997869	1	0.832100048	30.80859276
GOTERM_BP_DIRECT	GO:0007455~eye-antennal disc morphogenesis	11	0.024769196	0.020957222	"EYA, SMO, B-H1, DPP, B-H2, PTC, RUX, SO, BAB1, AOS, OPA"	1773	25	8604	2.135228426	1	0.998096323	31.01596101
SMART	SM00409:IG	32	0.072055843	0.021008221	"PVR, CG14964, DPR15, DPR16, DPR19, IHOG, CG34113, DSCAM2, DPR4, DPR11, HBS, PXN, DPR10, DPR9, DPR8, DIP-ETA, NOLO, PPN, UNC-89, STRN-MLCK, TUTL, DPR21, DIP-GAMMA, CG34371, ROBO3, BDL, CG33543, HTL, DIP-ALPHA, ZORMIN, PLUM, KEK3"	914	109	4557	1.463714291	0.999786174	0.879075316	25.61602294
GOTERM_BP_DIRECT	GO:0007264~small GTPase mediated signal transduction	22	0.049538392	0.021146527	"ARL1, RHOL, CG8500, EPAC, RAB6, CENG1A, RGK1, CG14669, CG5160, RIC, CG8519, RHOBTB, ARL5, RGK2, MIRO, DND, CTA, ARF102F, RAB14, RHEB, CG30158, RAB26"	1773	66	8604	1.617597293	1	0.996371035	31.24941929
GOTERM_CC_DIRECT	"GO:0000784~nuclear chromosome, telomeric region"	6	0.013510471	0.021652365	"IRBP, SNM1, CAV, NBS, ENDOGI, RAD50"	1705	9	8313	3.250439883	0.99999023	0.561331083	27.20759923
GOTERM_CC_DIRECT	GO:0030134~ER to Golgi transport vesicle	6	0.013510471	0.021652365	"CG32069, CG3500, CG4293, ERGIC53, SEC23, CG5484"	1705	9	8313	3.250439883	0.99999023	0.561331083	27.20759923
GOTERM_BP_DIRECT	"GO:0006123~mitochondrial electron transport, cytochrome c to oxygen"	6	0.013510471	0.022088127	"COX7A, COX7C, COX5A, LEVY, COX5B, CYPE"	1773	9	8604	3.235194585	1	0.994931102	32.3996101
GOTERM_BP_DIRECT	GO:0048042~regulation of post-mating oviposition	6	0.013510471	0.022088127	"CHOP24, ECA, BAI, P24-1, LOJ, SPR"	1773	9	8604	3.235194585	1	0.994931102	32.3996101
GOTERM_BP_DIRECT	GO:0042744~hydrogen peroxide catabolic process	7	0.015762216	0.022237828	"PRX6005, PRX3, JAFRAC2, JAFRAC1, PRX2540-1, PXN, PRX2540-2"	1773	12	8604	2.830795262	1	0.9920703	32.58079491
UP_KEYWORDS	Secreted	64	0.144111687	0.022348729	"ILP5, IM18, LECTIN-37DA, CG6675, IM4, TOTX, WNT2, SPZ, WNT4, DAW, SNPF, CG12056, DRO, DRS, NPLP1, NPLP3, PPO3, DH31, HML, LSP1ALPHA, NPLP4, TIG, HIG, EST-6, CG10357, PGRP-SB1, TIMP, EH, ETATRY, YP1, YP2, HAYAN, CDASE, GXIVSPLA2, FMRFA, CG6847, MANF, PXN, AOS, LIP1, PGRP-SD, DPP, PPN, CG6271, GBB, ANCE, NPF, LANB1, TSL, OBP83B, SOG, CAPA, ATK, LSP2, IDGF4, HUG, CCHA1, PGRP-SC1A, PGRP-SC1B, CCHA2, NPC2A, SP7, VKG, AMYREL"	2291	248	11424	1.286830656	0.99962485	0.33977037	26.5815323
INTERPRO	IPR020471:Aldo/keto reductase subgroup	6	0.013510471	0.022883714	"CG10638, CG18547, CG9436, CG6083, CG6084, CG10863"	1985	9	9553	3.208396306	1	0.848678227	33.2479898
INTERPRO	IPR023210:NADP-dependent oxidoreductase domain	7	0.015762216	0.023149509	"CG10638, CG18547, CG9436, CG6083, CG6084, CG12224, CG10863"	1985	12	9553	2.807346767	1	0.841920655	33.56431262
INTERPRO	IPR016161:Aldehyde/histidinol dehydrogenase	7	0.015762216	0.023149509	"ALDH, CG8665, CG7470, CG31075, ALDH-III, CG17896, CG15717"	1985	12	9553	2.807346767	1	0.841920655	33.56431262
