Category	Term	Count	Percent	PValue	Genes	ListTotal	PopHits	PopTotal	FoldEnrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	signal peptide	43	4.437564499	0.007009952	"FBGN0044050, FBGN0019985, FBGN0035806, FBGN0040736, FBGN0040717, FBGN0043578, FBGN0001114, FBGN0000551, FBGN0064237, FBGN0025615, FBGN0016122, FBGN0044812, FBGN0004003, FBGN0087002, FBGN0001112, FBGN0040813, FBGN0004047, FBGN0023495, FBGN0041579, FBGN0040321, FBGN0010403, FBGN0025583, FBGN0004569, FBGN0030766, FBGN0000206, FBGN0010385, FBGN0014002, FBGN0039678, FBGN0004554, FBGN0283461, FBGN0067903, FBGN0028396, FBGN0004240, FBGN0032358, FBGN0260462, FBGN0010225, FBGN0020414, FBGN0030926, FBGN0020415, FBGN0002565, FBGN0013770, FBGN0020416, FBGN0026562"	215	419	3078	1.469212411	0.973480446	0.837151747	9.674491395
GOTERM_BP_DIRECT	GO:0070328~triglyceride homeostasis	7	0.722394221	0.007129217	"FBGN0034140, FBGN0038984, FBGN0025595, FBGN0086687, FBGN0011205, FBGN0025615, FBGN0028519"	726	25	10147	3.913443526	0.999844944	0.490715313	10.95043942
KEGG_PATHWAY	dme04142:Lysosome	17	1.754385965	0.00754699	"FBGN0039801, FBGN0051683, FBGN0034417, FBGN0042175, FBGN0032943, FBGN0032358, FBGN0270927, FBGN0030521, FBGN0014417, FBGN0260462, FBGN0051414, FBGN0000477, FBGN0013770, FBGN0039800, FBGN0037396, FBGN0034229, FBGN0034997"	249	92	2727	2.02370351	0.541726042	0.054210135	8.107627196
SMART	SM00680:CLIP	6	0.619195046	0.007916172	"FBGN0019929, FBGN0030051, FBGN0030926, FBGN0052260, FBGN0036891, FBGN0039102"	322	21	5178	4.594498669	0.817462849	0.288343774	9.581266929
KEGG_PATHWAY	dme00983:Drug metabolism - other enzymes	11	1.135190918	0.008103257	"FBGN0039464, FBGN0003308, FBGN0086450, FBGN0027073, FBGN0034417, FBGN0003204, FBGN0015570, FBGN0270927, FBGN0037513, FBGN0026755, FBGN0031489"	249	47	2727	2.563188926	0.567440519	0.054337018	8.680849294
KEGG_PATHWAY	dme00630:Glyoxylate and dicarboxylate metabolism	8	0.825593395	0.00857152	"FBGN0011770, FBGN0014031, FBGN0029823, FBGN0061356, FBGN0037801, FBGN0032287, FBGN0027945, FBGN0024957"	249	27	2727	3.24497992	0.587975331	0.053909457	9.160860103
INTERPRO	"IPR013128:Peptidase C1A, papain"	5	0.515995872	0.008833137	"FBGN0260462, FBGN0013770, FBGN0034229, FBGN0037396, FBGN0030521"	801	12	10906	5.673116937	0.999984878	0.396202156	13.42679237
UP_KEYWORDS	Disulfide bond	62	6.398348813	0.009328662	"FBGN0039630, FBGN0050289, FBGN0024944, FBGN0035806, FBGN0040736, FBGN0050287, FBGN0043578, FBGN0038211, FBGN0261563, FBGN0019929, FBGN0260474, FBGN0052260, FBGN0050280, FBGN0050281, FBGN0010403, FBGN0025583, FBGN0004569, FBGN0030766, FBGN0010385, FBGN0039678, FBGN0036023, FBGN0283461, FBGN0035815, FBGN0039102, FBGN0030051, FBGN0020414, FBGN0030926, FBGN0020415, FBGN0051326, FBGN0020416, FBGN0039628, FBGN0039629, FBGN0263116, FBGN0044050, FBGN0027550, FBGN0023479, FBGN0001114, FBGN0064237, FBGN0016122, FBGN0033439, FBGN0086359, FBGN0003250, FBGN0027558, FBGN0034538, FBGN0029765, FBGN0014002, FBGN0050090, FBGN0031959, FBGN0023197, FBGN0036891, FBGN0038147, FBGN0260462, FBGN0011740, FBGN0261341, FBGN0038199, FBGN0026403, FBGN0039703, FBGN0013770, FBGN0035976, FBGN0031850, FBGN0034997, FBGN0030773"	942	662	13837	1.375703171	0.909222733	0.107969175	11.50386146
INTERPRO	"IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2"	7	0.722394221	0.009884039	"FBGN0014031, FBGN0029823, FBGN0014427, FBGN0037186, FBGN0036927, FBGN0036381, FBGN0022774"	801	26	10906	3.665706329	0.999995989	0.417415056	14.90643028
GOTERM_MF_DIRECT	GO:0030170~pyridoxal phosphate binding	8	0.825593395	0.010099776	"FBGN0029823, FBGN0037684, FBGN0001125, FBGN0037186, FBGN0036927, FBGN0001124, FBGN0036381, FBGN0022774"	672	34	9200	3.221288515	0.998743519	0.426856992	14.08544967
UP_KEYWORDS	Lipid metabolism	16	1.651186791	0.010266279	"FBGN0051089, FBGN0030421, FBGN0039131, FBGN0034382, FBGN0050008, FBGN0028916, FBGN0020236, FBGN0038033, FBGN0051414, FBGN0038984, FBGN0023495, FBGN0039030, FBGN0086687, FBGN0051091, FBGN0027348, FBGN0028519"	942	114	13837	2.061608373	0.928763584	0.113150156	12.58980035
GOTERM_MF_DIRECT	GO:0004222~metalloendopeptidase activity	13	1.341589267	0.010410592	"FBGN0032613, FBGN0033038, FBGN0030425, FBGN0037727, FBGN0029769, FBGN0039611, FBGN0086359, FBGN0039024, FBGN0039022, FBGN0259716, FBGN0037230, FBGN0016122, FBGN0039564"	672	78	9200	2.281746032	0.998978084	0.411217328	14.48801172
SMART	SM00708:PhBP	7	0.722394221	0.010655599	"FBGN0046876, FBGN0031110, FBGN0030985, FBGN0046878, FBGN0039682, FBGN0010403, FBGN0039678"	322	31	5178	3.631136045	0.89898983	0.317565695	12.69479978
GOTERM_MF_DIRECT	GO:0005319~lipid transporter activity	4	0.412796698	0.010822599	"FBGN0087002, FBGN0266369, FBGN0032136, FBGN0265048"	672	7	9200	7.823129252	0.999223012	0.400365347	15.01892357
INTERPRO	IPR011053:Single hybrid motif	4	0.412796698	0.011001685	"FBGN0039877, FBGN0027945, FBGN0030612, FBGN0033246"	801	7	10906	7.780274657	0.999999024	0.438217606	16.45398168
SMART	SM01169:SM01169	3	0.309597523	0.011023391	"FBGN0087002, FBGN0032136, FBGN0265048"	322	3	5178	16.08074534	0.906715773	0.287426372	13.1052156
KEGG_PATHWAY	dme00030:Pentose phosphate pathway	7	0.722394221	0.011401788	"FBGN0023477, FBGN0033377, FBGN0036030, FBGN0032820, FBGN0037607, FBGN0030239, FBGN0033735"	249	22	2727	3.484665936	0.693068439	0.06711959	12.01356256
GOTERM_CC_DIRECT	GO:0005764~lysosome	10	1.031991744	0.011773757	"FBGN0260462, FBGN0034417, FBGN0039900, FBGN0033247, FBGN0013770, FBGN0034229, FBGN0037396, FBGN0270927, FBGN0032358, FBGN0030521"	670	56	9939	2.648987207	0.954010415	0.289757576	14.34212118
GOTERM_CC_DIRECT	GO:0031966~mitochondrial membrane	7	0.722394221	0.013437917	"FBGN0039827, FBGN0037239, FBGN0050489, FBGN0003312, FBGN0053503, FBGN0003388, FBGN0000449"	670	30	9939	3.461343284	0.970327841	0.296547277	16.20853888
INTERPRO	"IPR017853:Glycoside hydrolase, superfamily"	10	1.031991744	0.014044346	"FBGN0014417, FBGN0020414, FBGN0051414, FBGN0034417, FBGN0020415, FBGN0020416, FBGN0064237, FBGN0032382, FBGN0270927, FBGN0261575"	801	53	10906	2.568958613	0.999999979	0.507253678	20.53425566
GOTERM_BP_DIRECT	GO:0051603~proteolysis involved in cellular protein catabolic process	6	0.619195046	0.014295409	"FBGN0260462, FBGN0013770, FBGN0034229, FBGN0037396, FBGN0038738, FBGN0030521"	726	21	10147	3.993309721	0.999999978	0.716602155	20.81616532
GOTERM_BP_DIRECT	GO:0042683~negative regulation of compound eye cone cell fate specification	3	0.309597523	0.014568849	"FBGN0004837, FBGN0262866, FBGN0015371"	726	3	10147	13.97658402	0.999999985	0.698661109	21.17148051
GOTERM_BP_DIRECT	GO:0035999~tetrahydrofolate interconversion	3	0.309597523	0.014568849	"FBGN0029823, FBGN0020385, FBGN0036157"	726	3	10147	13.97658402	0.999999985	0.698661109	21.17148051
GOTERM_MF_DIRECT	GO:0008453~alanine-glyoxylate transaminase activity	3	0.309597523	0.01516366	"FBGN0014031, FBGN0037186, FBGN0036381"	672	3	9200	13.69047619	0.999956991	0.488431642	20.42895131
GOTERM_MF_DIRECT	GO:0008374~O-acyltransferase activity	3	0.309597523	0.01516366	"FBGN0051683, FBGN0042175, FBGN0037612"	672	3	9200	13.69047619	0.999956991	0.488431642	20.42895131
INTERPRO	"IPR015255:Vitellinogen, open beta-sheet"	3	0.309597523	0.01533711	"FBGN0087002, FBGN0032136, FBGN0265048"	801	3	10906	13.61548065	0.999999996	0.524633163	22.21062344
INTERPRO	"IPR002223:Proteinase inhibitor I2, Kunitz metazoa"	9	0.92879257	0.015412035	"FBGN0031558, FBGN0050046, FBGN0031560, FBGN0031561, FBGN0031563, FBGN0051778, FBGN0026721, FBGN0051777, FBGN0033710"	801	45	10906	2.72309613	0.999999996	0.513077812	22.30675653
UP_KEYWORDS	Acyltransferase	21	2.167182663	0.01643658	"FBGN0024194, FBGN0038873, FBGN0027579, FBGN0039543, FBGN0030891, FBGN0030421, FBGN0051683, FBGN0042175, FBGN0035082, FBGN0053120, FBGN0037612, FBGN0033815, FBGN0027453, FBGN0038302, FBGN0004797, FBGN0020236, FBGN0039091, FBGN0040376, FBGN0042627, FBGN0030612, FBGN0036622"	942	176	13837	1.752659959	0.985631671	0.168452181	19.43487992
INTERPRO	IPR016185:Pre-ATP-grasp domain	4	0.412796698	0.016652576	"FBGN0000053, FBGN0039877, FBGN0033246, FBGN0003189"	801	8	10906	6.807740325	0.999999999	0.527764668	23.88232297
INTERPRO	"IPR025660:Cysteine peptidase, histidine active site"	4	0.412796698	0.016652576	"FBGN0260462, FBGN0013770, FBGN0037396, FBGN0030521"	801	8	10906	6.807740325	0.999999999	0.527764668	23.88232297
UP_KEYWORDS	Glycosyltransferase	20	2.063983488	0.016758288	"FBGN0039464, FBGN0050438, FBGN0040257, FBGN0036144, FBGN0027560, FBGN0029906, FBGN0031988, FBGN0053303, FBGN0261020, FBGN0027073, FBGN0041194, FBGN0034277, FBGN0032799, FBGN0027558, FBGN0034521, FBGN0003292, FBGN0035348, FBGN0031489, FBGN0026755, FBGN0035401"	942	165	13837	1.780479959	0.986785969	0.164955143	19.77781313
GOTERM_BP_DIRECT	GO:0009116~nucleoside metabolic process	5	0.515995872	0.018695525	"FBGN0039464, FBGN0041194, FBGN0036030, FBGN0031489, FBGN0035348"	726	15	10147	4.658861341	1	0.764514263	26.35540388
GOTERM_CC_DIRECT	"GO:0005786~signal recognition particle, endoplasmic reticulum targeting"	4	0.412796698	0.018772201	"FBGN0021795, FBGN0010747, FBGN0011016, FBGN0035947"	670	9	9939	6.593034826	0.992752981	0.361046821	21.94101699
KEGG_PATHWAY	dme00410:beta-Alanine metabolism	6	0.619195046	0.019056513	"FBGN0038326, FBGN0086450, FBGN0037723, FBGN0036857, FBGN0036927, FBGN0037513"	249	18	2727	3.65060241	0.862174119	0.104253658	19.3252303
INTERPRO	"IPR022700:Proteinase, regulatory CLIP domain"	6	0.619195046	0.01936123	"FBGN0019929, FBGN0030051, FBGN0030926, FBGN0052260, FBGN0036891, FBGN0039102"	801	22	10906	3.713312904	1	0.569752471	27.21887625
KEGG_PATHWAY	dme00561:Glycerolipid metabolism	10	1.031991744	0.020209964	"FBGN0004797, FBGN0035266, FBGN0027579, FBGN0086254, FBGN0037163, FBGN0030421, FBGN0036857, FBGN0035107, FBGN0033101, FBGN0036622"	249	46	2727	2.380827658	0.877904143	0.104776183	20.37769339
SMART	SM00848:SM00848	4	0.412796698	0.020433004	"FBGN0260462, FBGN0013770, FBGN0034229, FBGN0037396"	322	10	5178	6.432298137	0.987941123	0.424343572	23.01996611
GOTERM_BP_DIRECT	GO:0019731~antibacterial humoral response	6	0.619195046	0.02100719	"FBGN0283461, FBGN0040736, FBGN0041579, FBGN0004240, FBGN0035976, FBGN0010385"	726	23	10147	3.646065397	1	0.783708521	29.11774019
SMART	SM00020:Tryp_SPc	25	2.57997936	0.021144362	"FBGN0039630, FBGN0050289, FBGN0023479, FBGN0050287, FBGN0038211, FBGN0033439, FBGN0037627, FBGN0019929, FBGN0260474, FBGN0052260, FBGN0033320, FBGN0036023, FBGN0050090, FBGN0031389, FBGN0023197, FBGN0036891, FBGN0039102, FBGN0030051, FBGN0030926, FBGN0035496, FBGN0051326, FBGN0039703, FBGN0039628, FBGN0039629, FBGN0030773"	322	251	5178	1.601667863	0.98967737	0.398396936	23.72541044
INTERPRO	"IPR000169:Cysteine peptidase, cysteine active site"	4	0.412796698	0.023636078	"FBGN0260462, FBGN0013770, FBGN0034229, FBGN0030521"	801	9	10906	6.051324733	1	0.631184757	32.20677805
GOTERM_CC_DIRECT	GO:0033290~eukaryotic 48S preinitiation complex	5	0.515995872	0.023939576	"FBGN0034258, FBGN0029629, FBGN0261609, FBGN0022023, FBGN0040227"	670	17	9939	4.363037752	0.998163702	0.408444827	27.14672922
KEGG_PATHWAY	dme00220:Arginine biosynthesis	5	0.515995872	0.024700666	"FBGN0001125, FBGN0023535, FBGN0032076, FBGN0001124, FBGN0037818"	249	13	2727	4.21223355	0.923931204	0.120855371	24.35724331
GOTERM_CC_DIRECT	GO:0005960~glycine cleavage complex	3	0.309597523	0.024777937	"FBGN0037801, FBGN0032287, FBGN0027945"	670	4	9939	11.12574627	0.998531362	0.394561044	27.96043103
GOTERM_CC_DIRECT	GO:0005604~basement membrane	4	0.412796698	0.025498017	"FBGN0011722, FBGN0026403, FBGN0001114, FBGN0261563"	670	10	9939	5.933731343	0.998787982	0.381016294	28.652622
GOTERM_BP_DIRECT	GO:0006012~galactose metabolic process	3	0.309597523	0.027761866	"FBGN0263199, FBGN0263200, FBGN0035147"	726	4	10147	10.48243802	1	0.853045901	36.64263681
GOTERM_BP_DIRECT	GO:0006546~glycine catabolic process	3	0.309597523	0.027761866	"FBGN0037801, FBGN0032287, FBGN0027945"	726	4	10147	10.48243802	1	0.853045901	36.64263681
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	3	0.309597523	0.027761866	"FBGN0036463, FBGN0028988, FBGN0265137"	726	4	10147	10.48243802	1	0.853045901	36.64263681
COG_ONTOLOGY	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"	5	0.515995872	0.028761135	"FBGN0033204, FBGN0034500, FBGN0030041, FBGN0033205, FBGN0038610"	119	13	1234	3.988364577	0.517884251	0.305654446	21.08247748
GOTERM_BP_DIRECT	GO:0006487~protein N-linked glycosylation	5	0.515995872	0.029100274	"FBGN0032799, FBGN0034277, FBGN0029906, FBGN0034521, FBGN0261020"	726	17	10147	4.110760006	1	0.85126612	38.0417403
INTERPRO	"IPR005479:Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain"	3	0.309597523	0.029187136	"FBGN0039877, FBGN0033246, FBGN0003189"	801	4	10906	10.21161049	1	0.697408953	38.20590178
INTERPRO	IPR011054:Rudiment single hybrid motif	3	0.309597523	0.029187136	"FBGN0000053, FBGN0039877, FBGN0033246"	801	4	10906	10.21161049	1	0.697408953	38.20590178
COG_ONTOLOGY	Lipid metabolism	12	1.238390093	0.031653517	"FBGN0012034, FBGN0036824, FBGN0039877, FBGN0015575, FBGN0261393, FBGN0033246, FBGN0031824, FBGN0015570, FBGN0027348, FBGN0035298, FBGN0036622, FBGN0028519"	119	63	1234	1.975190076	0.552524261	0.235126118	22.96916515
INTERPRO	"IPR013201:Proteinase inhibitor I29, cathepsin propeptide"	4	0.412796698	0.031958163	"FBGN0260462, FBGN0013770, FBGN0034229, FBGN0037396"	801	10	10906	5.44619226	1	0.719102069	41.01062066
INTERPRO	IPR020471:Aldo/keto reductase subgroup	4	0.412796698	0.031958163	"FBGN0037975, FBGN0086254, FBGN0033101, FBGN0037973"	801	10	10906	5.44619226	1	0.719102069	41.01062066
UP_SEQ_FEATURE	sequence variant	24	2.476780186	0.034410857	"FBGN0000055, FBGN0035806, FBGN0000406, FBGN0043578, FBGN0004240, FBGN0025615, FBGN0002868, FBGN0004837, FBGN0087002, FBGN0025454, FBGN0020414, FBGN0030926, FBGN0011576, FBGN0005670, FBGN0041579, FBGN0004050, FBGN0040321, FBGN0020416, FBGN0010383, FBGN0033555, FBGN0263116, FBGN0002775, FBGN0010385, FBGN0039678"	215	224	3078	1.533887043	0.999999986	0.997577363	39.73930642
UP_SEQ_FEATURE	disulfide bond	27	2.786377709	0.035294055	"FBGN0044050, FBGN0035806, FBGN0040736, FBGN0043578, FBGN0001114, FBGN0064237, FBGN0283494, FBGN0016122, FBGN0086359, FBGN0003250, FBGN0027558, FBGN0010403, FBGN0025583, FBGN0004569, FBGN0030766, FBGN0010385, FBGN0039678, FBGN0014002, FBGN0283461, FBGN0260462, FBGN0030926, FBGN0020414, FBGN0020415, FBGN0013770, FBGN0020416, FBGN0035976, FBGN0263116"	215	261	3078	1.480994387	0.999999991	0.990296036	40.53166401
GOTERM_BP_DIRECT	GO:0048149~behavioral response to ethanol	9	0.92879257	0.036632869	"FBGN0012034, FBGN0029823, FBGN0036428, FBGN0000055, FBGN0037890, FBGN0036278, FBGN0025777, FBGN0053207, FBGN0010052"	726	54	10147	2.32943067	1	0.898506356	45.39044005
UP_KEYWORDS	Glycoprotein	45	4.643962848	0.037793932	"FBGN0033366, FBGN0019985, FBGN0024944, FBGN0037110, FBGN0035806, FBGN0035076, FBGN0043578, FBGN0001114, FBGN0064237, FBGN0025615, FBGN0016122, FBGN0028916, FBGN0087002, FBGN0003250, FBGN0023495, FBGN0027558, FBGN0041579, FBGN0260753, FBGN0040321, FBGN0004569, FBGN0030766, FBGN0003292, FBGN0000206, FBGN0041234, FBGN0041233, FBGN0038105, FBGN0028988, FBGN0031959, FBGN0036144, FBGN0262057, FBGN0035815, FBGN0028396, FBGN0032358, FBGN0260462, FBGN0050035, FBGN0020414, FBGN0030926, FBGN0020415, FBGN0003366, FBGN0002565, FBGN0033644, FBGN0013770, FBGN0020416, FBGN0263116, FBGN0035976"	942	492	13837	1.343502408	0.999947925	0.325991684	39.4902135
GOTERM_CC_DIRECT	GO:0045169~fusome	7	0.722394221	0.03972749	"FBGN0260462, FBGN0053113, FBGN0027579, FBGN0086357, FBGN0020503, FBGN0013770, FBGN0014002"	670	38	9939	2.732639434	0.999973541	0.504734663	41.13232577
KEGG_PATHWAY	dme00510:N-Glycan biosynthesis	8	0.825593395	0.039895523	"FBGN0011740, FBGN0032799, FBGN0034277, FBGN0029906, FBGN0034521, FBGN0053303, FBGN0261020, FBGN0035401"	249	36	2727	2.43373494	0.984905978	0.181014095	36.51735809
GOTERM_MF_DIRECT	GO:0010181~FMN binding	4	0.412796698	0.040979883	"FBGN0025456, FBGN0061356, FBGN0011676, FBGN0015623"	672	11	9200	4.978354978	1	0.821077531	46.51633714
GOTERM_BP_DIRECT	GO:0006909~phagocytosis	23	2.373581011	0.041150832	"FBGN0038519, FBGN0035922, FBGN0030502, FBGN0032614, FBGN0000043, FBGN0036194, FBGN0000042, FBGN0036180, FBGN0036875, FBGN0036500, FBGN0031437, FBGN0036411, FBGN0004595, FBGN0011722, FBGN0032167, FBGN0010225, FBGN0001208, FBGN0031304, FBGN0034577, FBGN0040395, FBGN0003204, FBGN0030612, FBGN0035976"	726	208	10147	1.545487656	1	0.913986845	49.39704292
UP_KEYWORDS	Initiation factor	7	0.722394221	0.041546942	"FBGN0001942, FBGN0034258, FBGN0029629, FBGN0261609, FBGN0263740, FBGN0022023, FBGN0040227"	942	38	13837	2.70586099	0.999980851	0.341518274	42.49646498
GOTERM_CC_DIRECT	GO:0016282~eukaryotic 43S preinitiation complex	5	0.515995872	0.041559859	"FBGN0034258, FBGN0029629, FBGN0263740, FBGN0022023, FBGN0040227"	670	20	9939	3.70858209	0.999983897	0.498314948	42.5838078
KEGG_PATHWAY	dme00010:Glycolysis / Gluconeogenesis	10	1.031991744	0.04185307	"FBGN0012034, FBGN0033377, FBGN0003067, FBGN0028540, FBGN0043783, FBGN0000055, FBGN0001187, FBGN0032820, FBGN0036857, FBGN0034356"	249	52	2727	2.106116775	0.987767715	0.181406058	37.94711322
GOTERM_CC_DIRECT	GO:0005875~microtubule associated complex	29	2.992776058	0.042280923	"FBGN0001942, FBGN0000043, FBGN0000042, FBGN0013813, FBGN0043578, FBGN0087002, FBGN0002069, FBGN0034577, FBGN0004047, FBGN0031824, FBGN0004432, FBGN0011737, FBGN0015754, FBGN0000055, FBGN0011016, FBGN0020503, FBGN0037607, FBGN0266521, FBGN0004595, FBGN0087013, FBGN0003308, FBGN0003941, FBGN0036242, FBGN0023212, FBGN0004381, FBGN0032136, FBGN0261609, FBGN0002031, FBGN0035120"	670	296	9939	1.453363251	0.999986759	0.483519556	43.14586949
GOTERM_BP_DIRECT	GO:0006959~humoral immune response	5	0.515995872	0.042336576	"FBGN0034407, FBGN0040813, FBGN0041579, FBGN0039102, FBGN0010385"	726	19	10147	3.678048427	1	0.910247575	50.40192406
KEGG_PATHWAY	"dme00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	3	0.309597523	0.04369082	"FBGN0001208, FBGN0001125, FBGN0001124"	249	4	2727	8.213855422	0.989962456	0.181319893	39.26262662
INTERPRO	IPR013785:Aldolase-type TIM barrel	6	0.619195046	0.043918045	"FBGN0023477, FBGN0061356, FBGN0086450, FBGN0003204, FBGN0261575, FBGN0033735"	801	27	10906	3.025662366	1	0.817783468	51.80102756
GOTERM_MF_DIRECT	GO:0030246~carbohydrate binding	12	1.238390093	0.044003247	"FBGN0031289, FBGN0011740, FBGN0028540, FBGN0043783, FBGN0040503, FBGN0026616, FBGN0052226, FBGN0032770, FBGN0027558, FBGN0040104, FBGN0040321, FBGN0040092"	672	85	9200	1.932773109	1	0.824794241	48.98329444
GOTERM_BP_DIRECT	GO:0019348~dolichol metabolic process	3	0.309597523	0.044098679	"FBGN0259933, FBGN0032799, FBGN0261020"	726	5	10147	8.385950413	1	0.9096494	51.86071878
GOTERM_BP_DIRECT	GO:0017183~peptidyl-diphthamide biosynthetic process from peptidyl-histidine	3	0.309597523	0.044098679	"FBGN0036194, FBGN0038272, FBGN0029892"	726	5	10147	8.385950413	1	0.9096494	51.86071878
GOTERM_BP_DIRECT	GO:0019509~L-methionine biosynthetic process from methylthioadenosine	3	0.309597523	0.044098679	"FBGN0052068, FBGN0030518, FBGN0039849"	726	5	10147	8.385950413	1	0.9096494	51.86071878
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	9	0.92879257	0.044197886	"FBGN0034407, FBGN0030051, FBGN0035806, FBGN0041579, FBGN0039102, FBGN0033593, FBGN0034538, FBGN0029765, FBGN0010385"	726	56	10147	2.246236718	1	0.90065836	51.9416404
UP_SEQ_FEATURE	nucleotide phosphate-binding region:FAD	4	0.412796698	0.045666638	"FBGN0003308, FBGN0011676, FBGN0015623, FBGN0001112"	215	12	3078	4.772093023	1	0.991963796	49.13973246
GOTERM_MF_DIRECT	GO:0050833~pyruvate transmembrane transporter activity	3	0.309597523	0.045806756	"FBGN0038662, FBGN0036816, FBGN0037714"	672	5	9200	8.214285714	1	0.819866286	50.40389594
GOTERM_MF_DIRECT	GO:0004169~dolichyl-phosphate-mannose-protein mannosyltransferase activity	3	0.309597523	0.045806756	"FBGN0032799, FBGN0003292, FBGN0261020"	672	5	9200	8.214285714	1	0.819866286	50.40389594
GOTERM_MF_DIRECT	GO:0005048~signal sequence binding	3	0.309597523	0.045806756	"FBGN0021795, FBGN0010747, FBGN0011016"	672	5	9200	8.214285714	1	0.819866286	50.40389594
INTERPRO	"IPR009465:Spondin, N-terminal"	3	0.309597523	0.046302121	"FBGN0050046, FBGN0026721, FBGN0033710"	801	5	10906	8.16928839	1	0.825241153	53.71743809
UP_KEYWORDS	Fatty acid metabolism	7	0.722394221	0.046389978	"FBGN0034382, FBGN0038984, FBGN0050008, FBGN0039030, FBGN0086687, FBGN0027348, FBGN0028519"	942	39	13837	2.636479939	0.999994765	0.362610825	46.17211844
UP_KEYWORDS	Protease	34	3.50877193	0.04842187	"FBGN0039630, FBGN0050289, FBGN0263236, FBGN0033038, FBGN0030973, FBGN0023479, FBGN0033366, FBGN0050287, FBGN0038897, FBGN0035076, FBGN0016122, FBGN0030521, FBGN0033439, FBGN0050421, FBGN0019929, FBGN0260474, FBGN0086359, FBGN0283478, FBGN0034229, FBGN0038738, FBGN0036023, FBGN0050090, FBGN0023197, FBGN0036891, FBGN0039102, FBGN0260462, FBGN0030051, FBGN0030926, FBGN0030306, FBGN0013770, FBGN0039628, FBGN0035791, FBGN0039629, FBGN0063923"	942	359	13837	1.391154954	0.999996968	0.36478506	47.64861649
INTERPRO	"IPR013781:Glycoside hydrolase, catalytic domain"	8	0.825593395	0.04869296	"FBGN0020414, FBGN0051414, FBGN0034417, FBGN0020415, FBGN0020416, FBGN0064237, FBGN0032382, FBGN0270927"	801	46	10906	2.367909678	1	0.832073108	55.56729844
GOTERM_MF_DIRECT	GO:0051287~NAD binding	7	0.722394221	0.04929656	"FBGN0029155, FBGN0014455, FBGN0032350, FBGN0032889, FBGN0034390, FBGN0051673, FBGN0051674"	672	37	9200	2.59009009	1	0.826353536	53.04855069
UP_SEQ_FEATURE	transit peptide:Mitochondrion	14	1.444788442	0.050212881	"FBGN0050489, FBGN0039827, FBGN0034390, FBGN0003312, FBGN0027945, FBGN0053503, FBGN0030966, FBGN0032053, FBGN0000449, FBGN0022774, FBGN0010222, FBGN0014877, FBGN0003423, FBGN0003388"	215	114	3078	1.758139535	1	0.988091428	52.53402898
SMART	SM00131:KU	6	0.619195046	0.050401335	"FBGN0031558, FBGN0031560, FBGN0031561, FBGN0031563, FBGN0026721, FBGN0033710"	322	33	5178	2.92377188	0.999984384	0.669357983	48.07558514
UP_KEYWORDS	G-protein coupled receptor	12	1.238390093	0.050454643	"FBGN0031275, FBGN0019985, FBGN0024944, FBGN0052843, FBGN0003250, FBGN0025595, FBGN0260753, FBGN0029768, FBGN0000206, FBGN0030766, FBGN0263116, FBGN0036278"	942	93	13837	1.895349634	0.999998246	0.366833348	49.08825665
COG_ONTOLOGY	Carbohydrate transport and metabolism	6	0.619195046	0.051346285	"FBGN0011770, FBGN0263199, FBGN0001187, FBGN0038463, FBGN0035978, FBGN0034611"	119	22	1234	2.828113063	0.732272617	0.28067824	34.79667149
INTERPRO	IPR001395:Aldo/keto reductase	4	0.412796698	0.052522099	"FBGN0037975, FBGN0086254, FBGN0033101, FBGN0037973"	801	12	10906	4.53849355	1	0.846617483	58.38612431
INTERPRO	IPR020846:Major facilitator superfamily domain	20	2.063983488	0.054876435	"FBGN0032262, FBGN0033958, FBGN0034045, FBGN0034611, FBGN0034394, FBGN0051663, FBGN0028468, FBGN0033913, FBGN0050035, FBGN0034479, FBGN0260388, FBGN0031250, FBGN0035763, FBGN0263916, FBGN0033644, FBGN0036316, FBGN0037846, FBGN0037387, FBGN0029932, FBGN0037386"	801	175	10906	1.556054931	1	0.851663028	60.03501674
GOTERM_MF_DIRECT	GO:0008233~peptidase activity	6	0.619195046	0.05613546	"FBGN0030926, FBGN0086359, FBGN0030306, FBGN0013770, FBGN0030521, FBGN0063923"	672	29	9200	2.832512315	1	0.850538906	57.85393453
KEGG_PATHWAY	dme00500:Starch and sucrose metabolism	7	0.722394221	0.056527153	"FBGN0033377, FBGN0001187, FBGN0035978, FBGN0027560, FBGN0032382, FBGN0031907, FBGN0261575"	249	31	2727	2.472988729	0.997504665	0.220982823	47.76610307
