"","FC_DR_B.greater.p.geomean","FC_DR_B.greater.stat.mean","FC_DR_B.greater.p.val","FC_DR_B.greater.q.val","FC_DR_B.greater.set.size","FC_DR_B.greater.exp1","FC_DR_B.less.p.geomean","FC_DR_B.less.stat.mean","FC_DR_B.less.p.val","FC_DR_B.less.q.val","FC_DR_B.less.set.size","FC_DR_B.less.exp1","FC_DR_B.stats.stat.mean","FC_DR_B.stats.exp1","FC_DR_O.greater.p.geomean","FC_DR_O.greater.stat.mean","FC_DR_O.greater.p.val","FC_DR_O.greater.q.val","FC_DR_O.greater.set.size","FC_DR_O.greater.exp1","FC_DR_O.less.p.geomean","FC_DR_O.less.stat.mean","FC_DR_O.less.p.val","FC_DR_O.less.q.val","FC_DR_O.less.set.size","FC_DR_O.less.exp1","FC_DR_O.stats.stat.mean","FC_DR_O.stats.exp1","FC_DR_H.greater.p.geomean","FC_DR_H.greater.stat.mean","FC_DR_H.greater.p.val","FC_DR_H.greater.q.val","FC_DR_H.greater.set.size","FC_DR_H.greater.exp1","FC_DR_H.less.p.geomean","FC_DR_H.less.stat.mean","FC_DR_H.less.p.val","FC_DR_H.less.q.val","FC_DR_H.less.set.size","FC_DR_H.less.exp1","FC_DR_H.stats.stat.mean","FC_DR_H.stats.exp1","FC_HS_B.greater.p.geomean","FC_HS_B.greater.stat.mean","FC_HS_B.greater.p.val","FC_HS_B.greater.q.val","FC_HS_B.greater.set.size","FC_HS_B.greater.exp1","FC_HS_B.less.p.geomean","FC_HS_B.less.stat.mean","FC_HS_B.less.p.val","FC_HS_B.less.q.val","FC_HS_B.less.set.size","FC_HS_B.less.exp1","FC_HS_B.stats.stat.mean","FC_HS_B.stats.exp1","FC_HS_O.greater.p.geomean","FC_HS_O.greater.stat.mean","FC_HS_O.greater.p.val","FC_HS_O.greater.q.val","FC_HS_O.greater.set.size","FC_HS_O.greater.exp1","FC_HS_O.less.p.geomean","FC_HS_O.less.stat.mean","FC_HS_O.less.p.val","FC_HS_O.less.q.val","FC_HS_O.less.set.size","FC_HS_O.less.exp1","FC_HS_O.stats.stat.mean","FC_HS_O.stats.exp1","FC_HS_H.greater.p.geomean","FC_HS_H.greater.stat.mean","FC_HS_H.greater.p.val","FC_HS_H.greater.q.val","FC_HS_H.greater.set.size","FC_HS_H.greater.exp1","FC_HS_H.less.p.geomean","FC_HS_H.less.stat.mean","FC_HS_H.less.p.val","FC_HS_H.less.q.val","FC_HS_H.less.set.size","FC_HS_H.less.exp1","FC_HS_H.stats.stat.mean","FC_HS_H.stats.exp1","FC_DRHS_B.greater.p.geomean","FC_DRHS_B.greater.stat.mean","FC_DRHS_B.greater.p.val","FC_DRHS_B.greater.q.val","FC_DRHS_B.greater.set.size","FC_DRHS_B.greater.exp1","FC_DRHS_B.less.p.geomean","FC_DRHS_B.less.stat.mean","FC_DRHS_B.less.p.val","FC_DRHS_B.less.q.val","FC_DRHS_B.less.set.size","FC_DRHS_B.less.exp1","FC_DRHS_B.stats.stat.mean","FC_DRHS_B.stats.exp1","FC_DRHS_O.greater.p.geomean","FC_DRHS_O.greater.stat.mean","FC_DRHS_O.greater.p.val","FC_DRHS_O.greater.q.val","FC_DRHS_O.greater.set.size","FC_DRHS_O.greater.exp1","FC_DRHS_O.less.p.geomean","FC_DRHS_O.less.stat.mean","FC_DRHS_O.less.p.val","FC_DRHS_O.less.q.val","FC_DRHS_O.less.set.size","FC_DRHS_O.less.exp1","FC_DRHS_O.stats.stat.mean","FC_DRHS_O.stats.exp1","FC_DRHS_H.greater.p.geomean","FC_DRHS_H.greater.stat.mean","FC_DRHS_H.greater.p.val","FC_DRHS_H.greater.q.val","FC_DRHS_H.greater.set.size","FC_DRHS_H.greater.exp1","FC_DRHS_H.less.p.geomean","FC_DRHS_H.less.stat.mean","FC_DRHS_H.less.p.val","FC_DRHS_H.less.q.val","FC_DRHS_H.less.set.size","FC_DRHS_H.less.exp1","FC_DRHS_H.stats.stat.mean","FC_DRHS_H.stats.exp1"
"dme01200 Carbon metabolism",0.734473143934791,-0.630226373506318,0.734473143934791,0.97600915589656,41,0.734473143934791,0.652345293377956,0.394168074620013,0.652345293377956,0.910715223421557,25,0.652345293377956,-0.630226373506318,-0.630226373506318,0.690063461775376,-0.500208899847522,0.690063461775376,0.914018345195536,22,0.690063461775376,0.456358350382465,-0.111427600868614,0.456358350382465,0.683708519398552,15,0.456358350382465,-0.500208899847522,-0.500208899847522,0.8417618708331,-1.03107695592935,0.8417618708331,0.999851706970071,16,0.8417618708331,0.327141085604479,-0.450265718362308,0.327141085604479,0.514078848807038,30,0.327141085604479,-1.03107695592935,-1.03107695592935,0.915516781634319,-1.39795852106978,0.915516781634319,0.999486410737186,39,0.915516781634319,0.36099950345988,-0.361992387195132,0.36099950345988,0.552020246944912,15,0.36099950345988,-1.39795852106978,-1.39795852106978,0.782509289793144,-0.788256684098409,0.782509289793144,0.958959159593215,22,0.782509289793144,0.381943453287281,-0.307212902504305,0.381943453287281,0.600196855165727,11,0.381943453287281,-0.788256684098409,-0.788256684098409,0.895832195616817,-1.28622018803338,0.895832195616817,0.9999961916896,16,0.895832195616817,0.328034794972086,-0.448941327306724,0.328034794972087,0.51548324924185,22,0.328034794972086,-1.28622018803338,-1.28622018803338,0.23203832511852,0.752433790608996,0.23203832511852,0.364631653757674,10,0.23203832511852,0.954845394069204,1.74848945796294,0.954845394069204,0.999999946560223,23,0.954845394069204,0.752433790608996,0.752433790608996,0.473961275017568,0.0663844978973382,0.473961275017568,0.691483221621246,10,0.473961275017568,0.680728291386445,0.472253268466705,0.680728291386445,0.92276634314027,30,0.680728291386445,0.0663844978973382,0.0663844978973382,0.420385287790091,0.203477584592445,0.420385287790091,0.658031530377024,12,0.420385287790091,0.807557660968706,0.879686690101373,0.807557660968706,0.993273273945524,24,0.807557660968706,0.203477584592445,0.203477584592445
"dme04150 mTOR signaling pathway",0.740190617060858,-0.652798636297209,0.740190617060858,0.97600915589656,15,0.740190617060858,0.660490966554151,0.421228964178823,0.660490966554151,0.910715223421557,12,0.660490966554151,-0.652798636297209,-0.652798636297209,0.714307490032454,-0.574224028268957,0.714307490032454,0.914018345195536,21,0.714307490032454,0.492351123835965,-0.0193074937489992,0.492351123835965,0.683708519398552,20,0.492351123835965,-0.574224028268957,-0.574224028268957,0.86301272457236,-1.11464815287349,0.86301272457236,0.999851706970071,16,0.86301272457236,0.336586192813535,-0.429274262620106,0.336586192813535,0.514228905687346,10,0.336586192813535,-1.11464815287349,-1.11464815287349,0.918884814367422,-1.42369153538014,0.918884814367422,0.999486410737186,24,0.918884814367422,0.361322343454852,-0.359781211559841,0.361322343454852,0.552020246944912,12,0.361322343454852,-1.42369153538014,-1.42369153538014,0.787957110070847,-0.810622711672214,0.787957110070847,0.958959159593215,16,0.787957110070847,0.396261067202021,-0.268828293832997,0.396261067202021,0.605398852669754,12,0.396261067202021,-0.810622711672214,-0.810622711672214,0.930328437026891,-1.5252795431213,0.930328437026891,0.9999961916896,14,0.930328437026891,0.381687440458962,-0.305656528263877,0.381687440458962,0.583133589590081,16,0.381687440458962,-1.5252795431213,-1.5252795431213,0.283730037635086,0.579420270798359,0.283730037635086,0.433476446386937,14,0.283730037635086,0.955300264430613,1.73999049136396,0.955300264430613,0.999999946560223,24,0.955300264430613,0.579420270798359,0.579420270798359,0.491151937317679,0.0224732612870074,0.491151937317679,0.691483221621246,14,0.491151937317679,0.68345396457491,0.48362945709317,0.68345396457491,0.92276634314027,21,0.68345396457491,0.0224732612870074,0.0224732612870074,0.43071154715587,0.177461060448843,0.43071154715587,0.658031530377024,11,0.43071154715587,0.810573245989982,0.911587288205882,0.810573245989982,0.993273273945524,10,0.810573245989982,0.177461060448843,0.177461060448843
"dme00860 Porphyrin and chlorophyll metabolism",0.740497087863944,-0.655331951409491,0.740497087863944,0.97600915589656,14,0.740497087863944,0.692466602477296,0.506507165583049,0.692466602477296,0.910715223421557,24,0.692466602477296,-0.655331951409491,-0.655331951409491,0.73453154879177,-0.631827254244595,0.73453154879177,0.914018345195536,24,0.73453154879177,0.506892037844566,0.0174766798796393,0.506892037844566,0.683708519398552,12,0.506892037844566,-0.631827254244595,-0.631827254244595,0.872203381375219,-1.17067373925744,0.872203381375219,0.999851706970071,11,0.872203381375219,0.359542676929619,-0.361935569341784,0.359542676929619,0.532816628451813,24,0.359542676929619,-1.17067373925744,-1.17067373925744,0.926818184185823,-1.50749587257256,0.926818184185823,0.999486410737186,12,0.926818184185823,0.408669908998413,-0.234181830711542,0.408669908998413,0.594693549819419,18,0.408669908998413,-1.50749587257256,-1.50749587257256,0.804232255909586,-0.873973028119087,0.804232255909586,0.958959159593215,14,0.804232255909586,0.428511605822085,-0.181822663422772,0.428511605822085,0.636976711357154,20,0.428511605822085,-0.873973028119087,-0.873973028119087,0.946572068972938,-1.64058352739615,0.946572068972938,0.9999961916896,39,0.946572068972938,0.464189344615291,-0.0905724736086165,0.464189344615291,0.690011187941649,18,0.464189344615291,-1.64058352739615,-1.64058352739615,0.295152390192064,0.547183964109693,0.295152390192064,0.43874003947469,16,0.295152390192064,0.963219097567432,1.85734083918894,0.963219097567432,0.999999946560223,18,0.963219097567432,0.547183964109693,0.547183964109693,0.504294026778668,-0.010859837781917,0.504294026778668,0.691483221621246,16,0.504294026778668,0.696371727935424,0.518127053880471,0.696371727935424,0.92276634314027,22,0.696371727935424,-0.010859837781917,-0.010859837781917,0.452222269445165,0.121452898962591,0.452222269445165,0.669394704992066,14,0.452222269445165,0.813206796149601,0.905977673378592,0.813206796149601,0.993273273945524,17,0.813206796149601,0.121452898962591,0.121452898962591
"dme01230 Biosynthesis of amino acids",0.745802523117859,-0.669818839794609,0.745802523117859,0.97600915589656,24,0.745802523117859,0.692884815432076,0.509043318268837,0.692884815432076,0.910715223421557,18,0.692884815432076,-0.669818839794609,-0.669818839794609,0.74037171836305,-0.653280626692119,0.74037171836305,0.914018345195536,16,0.74037171836305,0.508642924548233,0.0221287478597525,0.508642924548233,0.683708519398552,12,0.508642924548233,-0.653280626692119,-0.653280626692119,0.876162127276178,-1.18372088799724,0.876162127276178,0.999851706970071,14,0.876162127276178,0.368127852384889,-0.345393165753458,0.368127852384889,0.532816628451813,11,0.368127852384889,-1.18372088799724,-1.18372088799724,0.937138403772475,-1.55782338388606,0.937138403772475,0.999486410737186,30,0.937138403772475,0.410879179875235,-0.227859290451307,0.410879179875235,0.594693549819419,16,0.410879179875235,-1.55782338388606,-1.55782338388606,0.812425545815269,-0.915210459567054,0.812425545815269,0.958959159593215,15,0.812425545815269,0.47390992276374,-0.0668906052751268,0.47390992276374,0.662786567849419,10,0.47390992276374,-0.915210459567054,-0.915210459567054,0.949369915741268,-1.73930310448051,0.949369915741268,0.9999961916896,10,0.949369915741268,0.478460938902784,-0.0545023979670419,0.478460938902784,0.692509253675082,16,0.478460938902784,-1.73930310448051,-1.73930310448051,0.305865181421461,0.515824075397644,0.305865181421461,0.442699604688957,11,0.305865181421461,0.963912779271539,1.9658171431341,0.963912779271539,0.999999946560223,12,0.963912779271539,0.515824075397644,0.515824075397644,0.522659751527957,-0.0573121222313175,0.522659751527957,0.691483221621246,16,0.522659751527957,0.698982000081814,0.528397464019173,0.698982000081814,0.92276634314027,21,0.698982000081814,-0.0573121222313175,-0.0573121222313175,0.47834374375665,0.0556394151884661,0.47834374375665,0.669394704992066,10,0.47834374375665,0.821858002198645,0.949620154444095,0.821858002198645,0.993273273945524,13,0.821858002198645,0.0556394151884661,0.0556394151884661
"dme00010 Glycolysis / Gluconeogenesis",0.756466938825118,-0.706352004995097,0.756466938825118,0.97600915589656,19,0.756466938825118,0.707563745993339,0.546566822614084,0.707563745993339,0.910715223421557,317,0.707563745993339,-0.706352004995097,-0.706352004995097,0.747165884536737,-0.676113595376957,0.747165884536737,0.914018345195536,14,0.747165884536737,0.531160458893658,0.079086801905629,0.531160458893658,0.683708519398552,12,0.531160458893658,-0.676113595376957,-0.676113595376957,0.892211835210812,-1.31222590547605,0.892211835210812,0.999851706970071,10,0.892211835210812,0.426814737033519,-0.185749412089391,0.426814737033519,0.601918218893424,22,0.426814737033519,-1.31222590547605,-1.31222590547605,0.941920270969165,-1.60423179890286,0.941920270969165,0.999486410737186,22,0.941920270969165,0.456490560934098,-0.110532267255452,0.456490560934098,0.643768739778856,15,0.456490560934098,-1.60423179890286,-1.60423179890286,0.820250464091628,-0.936986223221276,0.820250464091628,0.958959159593215,21,0.820250464091628,0.475674066568101,-0.0614852048684289,0.475674066568101,0.662786567849419,21,0.475674066568101,-0.936986223221276,-0.936986223221276,0.951176923366258,-1.78111876993134,0.951176923366258,0.9999961916896,13,0.951176923366258,0.509478951112359,0.0240740948974504,0.509478951112359,0.718495956696916,15,0.509478951112359,-1.78111876993134,-1.78111876993134,0.350273151647467,0.391121227407602,0.350273151647467,0.484690921340294,11,0.350273151647467,0.966364936367419,1.99483353059088,0.966364936367419,0.999999946560223,11,0.966364936367419,0.391121227407602,0.391121227407602,0.559825874221036,-0.154401133587784,0.559825874221036,0.691483221621246,10,0.559825874221036,0.711454708585347,0.56338997290297,0.711454708585347,0.92276634314027,18,0.711454708585347,-0.154401133587784,-0.154401133587784,0.479720273571352,0.0515247539975244,0.479720273571352,0.669394704992066,14,0.479720273571352,0.840059601816995,1.00805094127134,0.840059601816995,0.993273273945524,25,0.840059601816995,0.0515247539975244,0.0515247539975244
"dme00051 Fructose and mannose metabolism",0.764197718709789,-0.731001726208867,0.764197718709789,0.97600915589656,17,0.764197718709789,0.715999688321542,0.579734088874706,0.715999688321542,0.910715223421557,12,0.715999688321542,-0.731001726208867,-0.731001726208867,0.7500709206243,-0.687548458927886,0.7500709206243,0.914018345195536,15,0.7500709206243,0.537336793611381,0.0954028057494862,0.537336793611381,0.683708519398552,10,0.537336793611381,-0.687548458927886,-0.687548458927886,0.919907668813499,-1.44682022301862,0.919907668813499,0.999851706970071,14,0.919907668813499,0.470198953326926,-0.0764897996924115,0.470198953326926,0.640867901471505,11,0.470198953326926,-1.44682022301862,-1.44682022301862,0.94567347197333,-1.63816858551701,0.94567347197333,0.999486410737186,25,0.94567347197333,0.517329309997551,0.0444615917559714,0.517329309997551,0.698674368641176,11,0.517329309997551,-1.63816858551701,-1.63816858551701,0.832765331638899,-0.980189137767523,0.832765331638899,0.958959159593215,19,0.832765331638899,0.482026594799578,-0.0459485641538504,0.482026594799578,0.662786567849419,11,0.482026594799578,-0.980189137767523,-0.980189137767523,0.958541783935942,-1.82078070471134,0.958541783935942,0.9999961916896,12,0.958541783935942,0.55474853679462,0.139348128164057,0.55474853679462,0.762779238092603,18,0.55474853679462,-1.82078070471134,-1.82078070471134,0.352502488247487,0.38334214596717,0.352502488247487,0.484690921340294,14,0.352502488247487,0.968190494066772,1.90948559477265,0.968190494066772,0.999999946560223,22,0.968190494066772,0.38334214596717,0.38334214596717,0.561815149921976,-0.157109972459891,0.561815149921976,0.691483221621246,18,0.561815149921976,0.729519269133967,0.628621968179549,0.729519269133967,0.92276634314027,13,0.729519269133967,-0.157109972459891,-0.157109972459891,0.496069662755127,0.00997125608732125,0.496069662755127,0.669394704992066,16,0.496069662755127,0.868986108400289,1.14159909998302,0.868986108400289,0.993273273945524,19,0.868986108400289,0.00997125608732125,0.00997125608732125
"dme00270 Cysteine and methionine metabolism",0.768146803689042,-0.751494244651586,0.768146803689042,0.97600915589656,12,0.768146803689042,0.716005643152217,0.582479177279011,0.716005643152217,0.910715223421557,14,0.716005643152217,-0.751494244651586,-0.751494244651586,0.751325133101343,-0.691903783222667,0.751325133101343,0.914018345195536,11,0.751325133101343,0.554286127273629,0.138794333937128,0.554286127273629,0.683708519398552,14,0.554286127273629,-0.691903783222667,-0.691903783222667,0.920357313716421,-1.44306675888576,0.920357313716421,0.999851706970071,19,0.920357313716421,0.477737890187849,-0.0563138985943933,0.477737890187849,0.640867901471505,16,0.477737890187849,-1.44306675888576,-1.44306675888576,0.949288434532686,-1.70366369176645,0.949288434532686,0.999486410737186,14,0.949288434532686,0.520829983896149,0.0527853008769167,0.520829983896149,0.698674368641176,21,0.520829983896149,-1.70366369176645,-1.70366369176645,0.834699114123888,-0.983364186681127,0.834699114123888,0.958959159593215,24,0.834699114123888,0.536883121377422,0.0937786968454712,0.536883121377422,0.687828717235959,16,0.536883121377422,-0.983364186681127,-0.983364186681127,0.963825568119905,-1.86371316119411,0.963825568119905,0.9999961916896,19,0.963825568119905,0.632605587144299,0.344398428831162,0.632605587144299,0.807060658411729,11,0.632605587144299,-1.86371316119411,-1.86371316119411,0.43520450640247,0.164235637014318,0.43520450640247,0.583810923222825,21,0.43520450640247,0.970345111172982,1.93395053812248,0.970345111172982,0.999999946560223,24,0.970345111172982,0.164235637014318,0.164235637014318,0.562512020131249,-0.159562748664584,0.562512020131249,0.691483221621246,18,0.562512020131249,0.735458191743344,0.634654092240419,0.735458191743344,0.92276634314027,24,0.735458191743344,-0.159562748664584,-0.159562748664584,0.49900332553954,0.00255097866964736,0.49900332553954,0.669394704992066,11,0.49900332553954,0.886626546682303,1.26534006697973,0.886626546682303,0.993273273945524,13,0.886626546682303,0.00255097866964736,0.00255097866964736
"dme00330 Arginine and proline metabolism",0.77868544240619,-0.788859267394727,0.77868544240619,0.97600915589656,12,0.77868544240619,0.761211302018697,0.719322944327315,0.761211302018697,0.910715223421557,23,0.761211302018697,-0.788859267394727,-0.788859267394727,0.752098702322527,-0.695999391186559,0.752098702322527,0.914018345195536,17,0.752098702322527,0.559643134500128,0.153278948341021,0.559643134500128,0.683708519398552,11,0.559643134500128,-0.695999391186559,-0.695999391186559,0.940145816750715,-1.59117370857628,0.940145816750715,0.999851706970071,22,0.940145816750715,0.537763517904135,0.0958242974810204,0.537763517904135,0.681930488778146,16,0.537763517904135,-1.59117370857628,-1.59117370857628,0.95310255168186,-1.72679448384343,0.95310255168186,0.999486410737186,19,0.95310255168186,0.538375747057194,0.0977588623410135,0.538375747057194,0.705015859241564,10,0.538375747057194,-1.72679448384343,-1.72679448384343,0.841433326240358,-1.04695569859639,0.841433326240358,0.958959159593215,12,0.841433326240358,0.539149043516145,0.0997323525599857,0.539149043516145,0.687828717235959,14,0.539149043516145,-1.04695569859639,-1.04695569859639,0.983968090161249,-2.24354750618525,0.983968090161249,0.9999961916896,17,0.983968090161249,0.634504601933549,0.352662422265008,0.634504601933549,0.807060658411729,11,0.634504601933549,-2.24354750618525,-2.24354750618525,0.447020398789134,0.134230134003119,0.447020398789134,0.5853838555572,21,0.447020398789134,0.971478266020031,2.02903228351792,0.971478266020031,0.999999946560223,12,0.971478266020031,0.134230134003119,0.134230134003119,0.567241716164914,-0.171330467209859,0.567241716164914,0.691483221621246,14,0.567241716164914,0.754494296346042,0.710598775604202,0.754494296346042,0.92276634314027,12,0.754494296346042,-0.171330467209859,-0.171330467209859,0.529800244331047,-0.0758785121837025,0.529800244331047,0.693786034243037,17,0.529800244331047,0.889667726951206,1.26992789569699,0.889667726951206,0.993273273945524,12,0.889667726951206,-0.0758785121837025,-0.0758785121837025
"dme04137 Mitophagy - animal",0.791599560035961,-0.837443593325154,0.791599560035961,0.97600915589656,11,0.791599560035961,0.763478792890757,0.732957312613828,0.763478792890757,0.910715223421557,10,0.763478792890757,-0.837443593325154,-0.837443593325154,0.760478453504835,-0.717970710091718,0.760478453504835,0.914018345195536,16,0.760478453504835,0.564028903034348,0.162707586066183,0.564028903034348,0.683708519398552,18,0.564028903034348,-0.717970710091718,-0.717970710091718,0.960156929579591,-1.87457158524269,0.960156929579591,0.999851706970071,12,0.960156929579591,0.539825170498895,0.100783158067891,0.539825170498895,0.681930488778146,20,0.539825170498895,-1.87457158524269,-1.87457158524269,0.957440884482711,-1.8230175812457,0.957440884482711,0.999486410737186,13,0.957440884482711,0.573476533667056,0.186378276130938,0.573476533667056,0.733516496550885,39,0.573476533667056,-1.8230175812457,-1.8230175812457,0.87365056296137,-1.18269064701177,0.87365056296137,0.958959159593215,18,0.87365056296137,0.542225816210962,0.106673636875686,0.542225816210962,0.687828717235959,24,0.542225816210962,-1.18269064701177,-1.18269064701177,0.983998845273225,-2.21831566892209,0.983998845273225,0.9999961916896,22,0.983998845273225,0.65407463662184,0.402477514060121,0.65407463662184,0.807060658411729,12,0.65407463662184,-2.21831566892209,-2.21831566892209,0.503021153791245,-0.00769831161127885,0.503021153791245,0.643399150198104,14,0.503021153791245,0.978577958595146,2.08086274509981,0.978577958595146,0.999999946560223,25,0.978577958595146,-0.00769831161127885,-0.00769831161127885,0.573862740646376,-0.188436747712243,0.573862740646376,0.691483221621246,12,0.573862740646376,0.785839525623806,0.820788125363049,0.785839525623806,0.92276634314027,12,0.785839525623806,-0.188436747712243,-0.188436747712243,0.549814816394727,-0.126274631701199,0.549814816394727,0.703251509342092,21,0.549814816394727,0.907575901420691,1.36410393261928,0.907575901420691,0.993273273945524,19,0.907575901420691,-0.126274631701199,-0.126274631701199
"dme04140 Autophagy - animal",0.838938181620315,-1.00349017170093,0.838938181620315,0.97600915589656,20,0.838938181620315,0.780289573478432,0.782159657414685,0.780289573478432,0.910715223421557,21,0.780289573478432,-1.00349017170093,-1.00349017170093,0.762513409531356,-0.731004626984231,0.762513409531356,0.914018345195536,11,0.762513409531356,0.565167966512404,0.16585125742508,0.565167966512404,0.683708519398552,13,0.565167966512404,-0.731004626984231,-0.731004626984231,0.963483406500804,-1.85030100111982,0.963483406500804,0.999851706970071,18,0.963483406500804,0.545544391022517,0.115668950687765,0.545544391022517,0.681930488778146,21,0.545544391022517,-1.85030100111982,-1.85030100111982,0.971785391636573,-2.02111034132495,0.971785391636573,0.999486410737186,12,0.971785391636573,0.591538612844316,0.233714800424951,0.591538612844316,0.739423266055395,16,0.591538612844316,-2.02111034132495,-2.02111034132495,0.878609108393616,-1.22721133205654,0.878609108393616,0.958959159593215,13,0.878609108393616,0.550262973788767,0.127910167815783,0.550262973788767,0.687828717235959,12,0.550262973788767,-1.22721133205654,-1.22721133205654,0.989417413213103,-2.5292955212922,0.989417413213103,0.9999961916896,13,0.989417413213103,0.663512847726841,0.430091560849935,0.663512847726841,0.807060658411729,13,0.663512847726841,-2.5292955212922,-2.5292955212922,0.525465794131253,-0.064405619565669,0.525465794131253,0.656832242664066,18,0.525465794131253,0.97917080761009,2.12986001942814,0.97917080761009,0.999999946560223,17,0.97917080761009,-0.064405619565669,-0.064405619565669,0.575119918118942,-0.191669591468812,0.575119918118942,0.691483221621246,12,0.575119918118942,0.794264198506359,0.833790273388481,0.794264198506359,0.92276634314027,15,0.794264198506359,-0.191669591468812,-0.191669591468812,0.686830961802943,-0.496108869199777,0.686830961802943,0.816922047631723,16,0.686830961802943,0.91004589057733,1.3621161421468,0.91004589057733,0.993273273945524,25,0.91004589057733,-0.496108869199777,-0.496108869199777
"dme00030 Pentose phosphate pathway",0.839466725023422,-1.0315037144326,0.839466725023422,0.97600915589656,12,0.839466725023422,0.786853213416876,0.822017096242482,0.786853213416876,0.910715223421557,13,0.786853213416876,-1.0315037144326,-1.0315037144326,0.777744803535966,-0.771603681671157,0.777744803535966,0.914018345195536,24,0.777744803535966,0.565901748128085,0.167701523234513,0.565901748128085,0.683708519398552,23,0.565901748128085,-0.771603681671157,-0.771603681671157,0.973514202435709,-2.1224262002869,0.973514202435709,0.999851706970071,13,0.973514202435709,0.649522804454884,0.390524277832066,0.649522804454884,0.793861205444858,11,0.649522804454884,-2.1224262002869,-2.1224262002869,0.974964044915833,-2.03697766593966,0.974964044915833,0.999486410737186,17,0.974964044915833,0.616704078006064,0.303630858354027,0.616704078006064,0.753749428674078,11,0.616704078006064,-2.03697766593966,-2.03697766593966,0.879604823532207,-1.19348401131946,0.879604823532207,0.958959159593215,24,0.879604823532207,0.595583682448683,0.243908528474532,0.595583682448683,0.706395783165965,18,0.595583682448683,-1.19348401131946,-1.19348401131946,0.990909342829433,-2.55244733273277,0.990909342829433,0.9999961916896,12,0.990909342829433,0.667914595785753,0.445832010727999,0.667914595785753,0.807060658411729,11,0.667914595785753,-2.55244733273277,-2.55244733273277,0.621215211162682,-0.312434887594733,0.621215211162682,0.755372316642918,13,0.621215211162682,0.979255999022355,2.13001029413139,0.979255999022355,0.999999946560223,16,0.979255999022355,-0.312434887594733,-0.312434887594733,0.581596330821481,-0.208633352237684,0.581596330821481,0.691483221621246,13,0.581596330821481,0.800456958718031,0.850115278927213,0.800456958718031,0.92276634314027,41,0.800456958718031,-0.208633352237684,-0.208633352237684,0.696166526923809,-0.521003631702115,0.696166526923809,0.816922047631723,21,0.696166526923809,0.911990870729292,1.37315074156466,0.911990870729292,0.993273273945524,39,0.911990870729292,-0.521003631702115,-0.521003631702115
"dme00630 Glyoxylate and dicarboxylate metabolism",0.848158679145623,-1.06322523327559,0.848158679145623,0.97600915589656,11,0.848158679145623,0.788441140088266,0.819754569558913,0.788441140088266,0.910715223421557,15,0.788441140088266,-1.06322523327559,-1.06322523327559,0.801663301203556,-0.853900397593343,0.801663301203556,0.914018345195536,30,0.801663301203556,0.571828943496971,0.18203057830322,0.571828943496971,0.683708519398552,41,0.571828943496971,-0.853900397593343,-0.853900397593343,0.974302612623869,-2.05039895702479,0.974302612623869,0.999851706970071,19,0.974302612623869,0.736157026253785,0.641968410021214,0.736157026253785,0.857932865877352,13,0.736157026253785,-2.05039895702479,-2.05039895702479,0.98072979187354,-2.24182776784191,0.98072979187354,0.999486410737186,11,0.98072979187354,0.668438969281015,0.439562885395599,0.668438969281015,0.774870499115056,18,0.668438969281015,-2.24182776784191,-2.24182776784191,0.899069572717121,-1.3294138609507,0.899069572717121,0.958959159593215,17,0.899069572717121,0.595967514641563,0.245792965658287,0.595967514641563,0.706395783165965,16,0.595967514641563,-1.3294138609507,-1.3294138609507,0.994042060669673,-2.66491896571373,0.994042060669673,0.9999961916896,19,0.994042060669673,0.674996187035264,0.45940049043216,0.674996187035264,0.807060658411729,16,0.674996187035264,-2.66491896571373,-2.66491896571373,0.644782914526553,-0.376129470860779,0.644782914526553,0.755372316642918,16,0.644782914526553,0.979327135857096,2.09652918869077,0.979327135857096,0.999999946560223,25,0.979327135857096,-0.376129470860779,-0.376129470860779,0.589386317053132,-0.229287960521379,0.589386317053132,0.691483221621246,16,0.589386317053132,0.805166101660413,0.874210592217466,0.805166101660413,0.92276634314027,23,0.805166101660413,-0.229287960521379,-0.229287960521379,0.711558054979918,-0.564255476948195,0.711558054979918,0.816922047631723,20,0.711558054979918,0.914010262543031,1.39955858318518,0.914010262543031,0.993273273945524,24,0.914010262543031,-0.564255476948195,-0.564255476948195
